,,Glenn Allen Youngkin,Terence Richard McAuliffe,Princess Latece Teira Blanding,Write-Ins,Total Votes Cast,Undervotes
Precinct,106 - Hermitage (CD 7),624,644,12,0,1280,0
Precinct,108 - Hungary Creek (CD 7),776,678,13,2,1469,0
Precinct,109 - Hunton (CD 7),360,181,4,0,545,0
Precinct,110 - Johnson (CD 7),523,858,31,3,1415,0
Precinct,111 - Lakeside (CD 7),782,869,31,3,1685,0
Precinct,112 - Longan (CD 7),618,524,10,1,1153,0
Precinct,113 - Maude Trevvett (CD 7),306,258,4,2,570,0
Precinct,114 - Monument Hills (CD 7),304,314,2,1,621,0
Precinct,115 - Staples Mill (CD 7),830,635,11,1,1477,0
Precinct,117 - Westwood (CD 7),396,499,12,0,907,0
Precinct,201 - Adams (CD 4),75,634,14,0,723,0
Precinct,202 - Azalea (CD 7),120,918,22,3,1063,0
Precinct,203 - Belmont (CD 7),406,759,22,0,1187,0
Precinct,204 - Brookland (CD 7),171,178,10,0,359,0
Precinct,205 - Canterbury (CD 7),202,243,0,0,445,0
Precinct,206 - Central Gardens (CD 4),47,782,24,0,853,0
Precinct,207 - Chamberlayne (CD 7),313,786,16,2,1117,0
Precinct,208 - Fairfield (CD 4),53,610,12,1,676,0
Precinct,209 - Glen Lea (CD 4),123,548,11,3,685,0
Precinct,210 - Greenwood (CD 7),167,437,5,0,609,0
Precinct,211 - Highland Gardens (CD 4),20,317,8,0,345,0
Precinct,212 - Hollybrook (CD 7),124,266,8,0,398,0
Precinct,213 - Hungary (CD 7),183,451,11,1,646,0
Precinct,214 - Longdale (CD 7),291,500,12,0,803,0
Precinct,215 - Maplewood (CD 4),63,997,28,0,1088,0
Precinct,216 - Moody (CD 7),236,244,11,0,491,0
Precinct,217 - Mountain (CD 7),167,204,3,1,375,0
Precinct,218 - Oakview (CD 7),32,27,0,0,59,0
Precinct,219 - Randolph (CD 7),33,132,3,1,169,0
Precinct,220 - Ratcliffe (CD 4),98,1070,19,0,1187,0
Precinct,221 - Stratford Hall (CD 7),77,91,11,0,179,0
Precinct,222 - Wilder (CD 7),181,651,9,1,842,0
Precinct,223 - Yellow Tavern (CD 7),576,744,9,0,1329,0
Precinct,224 - Essex Village (CD 4),10,200,5,0,215,0
Precinct,301 - Causeway (CD 7),577,561,5,0,1143,0
Precinct,302 - Cedarfield (CD 7),734,453,12,1,1200,0
Precinct,303 - Innsbrook (CD 7),683,672,5,2,1362,0
Precinct,304 - Jackson Davis (CD 7),447,346,6,0,799,0
Precinct,305 - Nuckols Farm (CD 7),974,763,6,3,1746,0
Precinct,306 - Pocahontas (CD 7),590,655,5,1,1251,0
Precinct,307 - Ridge (CD 7),389,373,9,1,772,0
Precinct,308 - Rivers Edge (CD 7),887,737,7,1,1632,0
Precinct,309 - Sadler (CD 7),776,761,5,1,1543,0
Precinct,310 - Shady Grove (CD 7),1033,759,4,0,1796,0
Precinct,311 - Short Pump (CD 7),487,437,5,1,930,0
Precinct,312 - Springfield (CD 7),402,454,4,0,860,0
Precinct,313 - Stoney Run (CD 7),970,811,10,2,1793,0
Precinct,314 - Three Chopt (CD 7),685,611,14,0,1310,0
Precinct,315 - Tucker (CD 7),388,746,22,1,1157,0
Precinct,316 - Colonial Trail (CD 7),454,541,8,0,1003,0
Precinct,401 - Quioccasin (CD 7),609,710,8,4,1331,0
Precinct,402 - Crestview (CD 7),502,659,17,2,1180,0
Precinct,403 - Derbyshire (CD 7),650,488,8,1,1147,0
Precinct,404 - Freeman (CD 7),480,445,12,0,937,0
Precinct,405 - Gayton (CD 7),838,601,5,1,1445,0
Precinct,406 - Godwin (CD 7),581,569,6,0,1156,0
Precinct,407 - Lakewood (CD 7),530,364,10,0,904,0
Precinct,408 - Lauderdale (CD 7),567,541,10,2,1120,0
Precinct,409 - Maybeury (CD 7),685,536,12,0,1233,0
Precinct,410 - Mooreland (CD 7),594,320,0,1,915,0
Precinct,411 - Pemberton (CD 7),485,492,17,1,995,0
Precinct,412 - Pinchbeck (CD 7),660,652,15,0,1327,0
Precinct,413 - Ridgefield (CD 7),882,707,11,2,1602,0
Precinct,414 - Rollingwood (CD 7),571,567,1,3,1142,0
Precinct,415 - Skipwith (CD 7),317,350,8,0,675,0
Precinct,416 - Spottswood (CD 7),325,342,3,1,671,0
Precinct,417 - Tuckahoe (CD 7),1011,540,6,2,1559,0
Precinct,418 - Welborne (CD 7),452,477,12,0,941,0
Precinct,419 - West End (CD 7),733,584,5,2,1324,0
Precinct,501 - Antioch (CD 4),862,257,5,1,1125,0
Precinct,502 - Cedar Fork (CD 4),89,399,14,1,503,0
Precinct,503 - Chickahominy (CD 4),580,425,10,0,1015,0
Precinct,504 - Donahoe (CD 4),269,421,9,2,701,0
Precinct,505 - Dorey (CD 4),583,671,12,0,1266,0
Precinct,506 - Eanes (CD 4),309,709,18,1,1037,0
Precinct,507 - Elko (CD 4),350,65,3,0,418,0
Precinct,508 - Highland Springs (CD 4),153,506,16,2,677,0
Precinct,509 - Laburnum (CD 4),163,422,11,1,597,0
Precinct,510 - Mehfoud (CD 4),294,592,7,0,893,0
Precinct,511 - Montrose (CD 4),170,988,29,1,1188,0
Precinct,512 - Nine Mile (CD 4),198,299,13,1,511,0
Precinct,513 - Pleasants (CD 4),139,899,18,2,1058,0
Precinct,514 - Rolfe (CD 4),142,1084,14,0,1240,0
Precinct,515 - Sandston (CD 4),690,302,13,0,1005,0
Precinct,516 - Sullivans (CD 4),311,824,10,0,1145,0
Precinct,517 - Town Hall (CD 4),312,171,10,1,494,0
Precinct,518 - Whitlocks (CD 4),752,390,7,2,1151,0
Precinct,AB - Central Absentee Precinct (CD 4),380,2384,47,6,2817,0
Precinct,Ab - Central Absentee Precinct (CD 7),2539,7326,108,10,9983,0
Precinct,Provisional (CD 4),15,73,2,0,90,0
Precinct,Provisional (CD 7),85,175,6,0,266,0
Locality,Henry County,12902,5547,74,13,18536,0
Precinct,##ev - Central Absentee Precinct (CD 5),718,610,5,1,1334,0
Precinct,##ev - Central Absentee Precinct (CD 9),1886,981,6,0,2873,0
Precinct,##pe - Central Absentee Precinct (CD 5),4,11,0,0,15,0
Precinct,##pe - Central Absentee Precinct (CD 9),18,25,0,0,43,0
Precinct,101 - Bassett Number Two (CD 9),177,113,0,0,290,0
Precinct,102 - Gunville (CD 9),578,72,2,0,652,0
Precinct,103 - Scott's Tanyard (CD 9),924,144,4,1,1073,0
Precinct,201 - Fieldale (CD 9),239,81,2,0,322,0
Precinct,202 - Horsepasture #1 (CD 9),560,187,1,1,749,0
Precinct,203 - Horsepasture #2 (CD 9),134,246,4,1,385,0
Precinct,204 - Spencer (CD 9),637,150,2,1,790,0
Precinct,302 - Axton (CD 5),281,163,0,0,444,0
Precinct,303 - Irisburg (CD 5),476,202,4,0,682,0
Precinct,304 - Mount Olivet (CD 5),389,302,3,0,694,0
Precinct,304 - Mount Olivet (CD 9),0,0,0,0,0,0
Precinct,305 - Mountain Valley (CD 5),305,121,4,0,430,0
Precinct,401 - Collinsville Number 1 (CD 9),313,74,2,0,389,0
Precinct,402 - Daniels Creek (CD 9),293,115,2,0,410,0
Precinct,404 - Collinsville Number 2 (CD 9),526,174,1,2,703,0
Precinct,405 - Mountain View (CD 5),277,147,1,0,425,0
Precinct,501 - Bassett Number One (CD 9),253,116,1,1,371,0
Precinct,502 - Figsboro (CD 9),430,84,2,0,516,0
Precinct,503 - Stanleytown (CD 9),719,92,3,0,814,0
Precinct,504 - Oak Level (CD 9),248,63,1,0,312,0
Precinct,505 - Dyers Store (CD 5),43,5,0,0,48,0
Precinct,505 - Dyers Store (CD 9),217,65,1,1,284,0
Precinct,601 - Fontaine (CD 9),482,159,7,1,649,0
Precinct,602 - Hillcrest (CD 9),198,80,2,1,281,0
Precinct,603 - Ridgeway #1 (CD 5),669,151,3,1,824,0
Precinct,604 - Ridgeway #2 (CD 9),506,122,1,1,630,0
Precinct,Ab - Central Absentee Precinct (CD 5),69,222,2,0,293,0
Precinct,Ab - Central Absentee Precinct (CD 9),324,452,8,0,784,0
Precinct,Provisional (CD 5),3,4,0,0,7,0
Precinct,Provisional (CD 9),6,14,0,0,20,0
Locality,Highland County,969,325,8,1,1303,0
Precinct,##ev - Central Absentee Precinct,146,87,1,0,234,0
Precinct,##pe - Central Absentee Precinct,1,1,0,0,2,0
Precinct,1 - Monterey,239,61,1,0,301,0
Precinct,3 - Wilsons Mill,72,14,0,0,86,0
Precinct,5 - Blue Grass,126,44,1,1,172,0
Precinct,7 - Mill Gap,90,28,1,0,119,0
Precinct,8 - Mcdowell,208,43,2,0,253,0
Precinct,10 - Headwaters,68,12,0,0,80,0
Precinct,AB - Central Absentee Precinct,19,35,2,0,56,0
Precinct,Provisional,0,0,0,0,0,0
Locality,Hopewell City,3095,3085,87,9,6276,0
Precinct,##ev - Central Absentee Precinct,939,1022,17,1,1979,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0,0
Precinct,101 - Ward One,262,169,10,4,445,0
Precinct,201 - Ward Two,77,262,8,0,347,0
Precinct,301 - Ward Three,534,201,4,2,741,0
Precinct,401 - Ward Four,445,372,10,1,828,0
Precinct,501 - Ward Five,390,204,4,0,598,0
Precinct,601 - Ward Six,100,307,9,1,417,0
Precinct,701 - Ward Seven,230,223,9,0,462,0
Precinct,Ab - Central Absentee Precinct,110,313,15,0,438,0
Precinct,Provisional,8,12,1,0,21,0
Locality,Isle of Wight County,12000,6565,91,17,18673,0
Precinct,##ev - Central Absentee Precinct,2669,1775,13,1,4458,0
Precinct,##pe - Central Absentee Precinct,26,28,0,0,54,0
Precinct,101 - Smithfield,1108,430,4,1,1543,0
Precinct,102 - Cypress Creek,864,377,4,1,1246,0
Precinct,201 - Bartlett,1222,524,11,2,1759,0
Precinct,202 - Carrollton,978,512,7,2,1499,0
Precinct,301 - Rushmere,599,411,4,1,1015,0
Precinct,302 - Pons,432,456,6,0,894,0
Precinct,401 - Courthouse,392,76,2,1,471,0
Precinct,402 - Windsor,687,196,3,0,886,0
Precinct,403 - Longview,659,368,8,1,1036,0
Precinct,501 - Walters,546,108,2,0,656,0
Precinct,502 - Camps Mill,154,110,5,0,269,0
Precinct,503 - Carrsville,333,122,4,1,460,0
Precinct,504 - Zuni,572,126,4,0,702,0
Precinct,505 - Raynor,335,51,2,1,389,0
Precinct,Ab - Central Absentee Precinct,419,876,12,4,1311,0
Precinct,Provisional,5,19,0,1,25,0
Locality,James City County,21048,18836,186,21,40091,0
Precinct,##ev - Central Absentee Precinct (CD 1),7504,7247,35,5,14791,0
Precinct,##ev - Central Absentee Precinct (CD 2),1433,1755,5,2,3195,0
Precinct,##pe - Central Absentee Precinct (CD 1),14,59,3,0,76,0
Precinct,##pe - Central Absentee Precinct (CD 2),10,12,1,0,23,0
Precinct,101 - Berkeley A (CD 1),736,466,3,2,1207,0
Precinct,102 - Berkeley B (CD 1),544,367,3,1,915,0
Precinct,103 - Berkeley C (CD 1),867,459,3,1,1330,0
Precinct,104- Berkeley D (CD 2),260,217,2,0,479,0
Precinct,201 - Jamestown A (CD 2),211,166,6,3,386,0
Precinct,202 - Jamestown B (CD 1),435,459,16,1,911,0
Precinct,202 - Jamestown B (CD 2),0,0,0,0,0,0
Precinct,203 - Jamestown C (CD 1),490,332,3,0,825,0
Precinct,204 - Jamestown D (CD 1),527,282,4,0,813,0
Precinct,301 - Powhatan A (CD 1),622,301,3,0,926,0
Precinct,302 - Powhatan B (CD 1),225,217,5,0,447,0
Precinct,303 - Powhatan C (CD 1),531,152,2,1,686,0
Precinct,304 - Powhatan D (CD 1),500,485,8,1,994,0
Precinct,401 - Stonehouse A (CD 1),1121,614,11,1,1747,0
Precinct,402 - Stonehouse B (CD 1),1011,613,14,0,1638,0
Precinct,403 - Stonehouse C (CD 1),1030,434,8,0,1472,0
Precinct,501 - Roberts A (CD 2),233,403,4,0,640,0
Precinct,502 - Roberts B (CD 2),920,350,3,0,1273,0
Precinct,503 - Roberts C (CD 2),94,155,5,0,254,0
Precinct,504 - Roberts D (CD 1),0,0,0,0,0,0
Precinct,504 - Roberts D (CD 2),694,529,13,0,1236,0
Precinct,AB - Central Absentee Precinct (CD 2),216,595,8,0,819,0
Precinct,Ab - Central Absentee Precinct (CD 1),792,2124,18,3,2937,0
Precinct,Provisional (CD 1),16,30,0,0,46,0
Precinct,Provisional (CD 2),12,13,0,0,25,0
Locality,King and Queen County,2112,1130,18,1,3261,0
Precinct,##ev - Central Absentee Precinct,351,227,1,0,579,0
Precinct,##pe - Central Absentee Precinct,6,7,0,0,13,0
Precinct,101 - Owenton,270,236,3,0,509,0
Precinct,201 - Clarks,395,129,1,0,525,0
Precinct,301 - Shacklefords,338,163,4,1,506,0
Precinct,401 - Courthouse,307,159,6,0,472,0
Precinct,501 - Oldmill,370,81,1,0,452,0
Precinct,Ab - Central Absentee Precinct,74,126,2,0,202,0
Precinct,Provisional,1,2,0,0,3,0
Locality,King George County,7286,3317,91,7,10701,0
Precinct,##ev - Central Absentee Precinct,2566,1375,18,4,3963,0
Precinct,##pe - Central Absentee Precinct,9,3,0,0,12,0
Precinct,101 - Courthouse,930,272,8,0,1210,0
Precinct,102 - Passapatanzy,544,194,2,0,740,0
Precinct,201 - Monroe,1088,275,16,1,1380,0
Precinct,301 - Dahlgren,884,413,13,1,1311,0
Precinct,401 - Shiloh,1060,325,18,0,1403,0
Precinct,Ab - Central Absentee Precinct,199,453,16,1,669,0
Precinct,Provisional,6,7,0,0,13,0
Locality,King William County,6286,2247,33,6,8572,0
Precinct,##ev - Central Absentee Precinct,1146,613,2,1,1762,0
Precinct,##pe - Central Absentee Precinct,4,3,0,0,7,0
Precinct,101 - West Point,865,358,14,0,1237,0
Precinct,201 - Sweet Hall,411,93,1,0,505,0
Precinct,202 - Courthouse,520,182,4,1,707,0
Precinct,301 - Aylett,1073,200,6,1,1280,0
Precinct,401 - Manquin,1120,269,5,3,1397,0
Precinct,501 - Mangohick,1007,309,1,0,1317,0
Precinct,Ab - Central Absentee Precinct,139,220,0,0,359,0
Precinct,Provisional,1,0,0,0,1,0
Locality,Lancaster County,3448,2406,16,3,5873,0
Precinct,##ev - Central Absentee Precinct,1000,878,3,2,1883,0
Precinct,##pe - Central Absentee Precinct,0,1,0,0,1,0
Precinct,101 - Precinct 1-1,480,172,1,1,654,0
Precinct,201 - Precinct 2-1,280,250,1,0,531,0
Precinct,301 - Precinct 3-1,434,183,3,0,620,0
Precinct,302 - Precinct 3-2,226,77,0,0,303,0
Precinct,401 - Precinct 4-1,267,330,2,0,599,0
Precinct,501 - Precinct 5-1,628,271,2,0,901,0
Precinct,Ab - Central Absentee Precinct,131,242,4,0,377,0
Precinct,Provisional,2,2,0,0,4,0
Locality,Lee County,6372,882,18,2,7274,0
Precinct,##ev - Central Absentee Precinct,777,172,4,0,953,0
Precinct,##pe - Central Absentee Precinct,3,1,0,0,4,0
Precinct,101 - Elydale,272,38,1,0,311,0
Precinct,102 - Ewing,263,34,1,0,298,0
Precinct,103 - Rose Hill,524,50,2,0,576,0
Precinct,201 - Blackwater,110,12,0,0,122,0
Precinct,202 - Flatwoods,416,47,0,0,463,0
Precinct,203 - Jonesville,603,64,2,0,669,0
Precinct,301 - Ben Hur,639,68,2,0,709,0
Precinct,302 - Woodway,472,33,1,1,507,0
Precinct,401 - Stickleyville,278,39,2,0,319,0
Precinct,402 - Jasper,214,26,0,0,240,0
Precinct,403 - Seminary,303,24,0,0,327,0
Precinct,404 - Dryden,488,52,1,0,541,0
Precinct,501 - Saint Charles,177,38,0,0,215,0
Precinct,502 - Pennington,503,52,0,0,555,0
Precinct,503 - Robbins Chapel,78,7,0,0,85,0
Precinct,504 - Keokee,102,16,1,0,119,0
Precinct,Ab - Central Absentee Precinct,150,109,1,1,261,0
Precinct,Provisional,0,0,0,0,0,0
Locality,Lexington City,775,1289,10,4,2078,0
Precinct,##ev - Central Absentee Precinct,270,609,0,0,879,0
Precinct,##pe - Central Absentee Precinct,1,5,0,0,6,0
Precinct,1 - Lexington,474,495,5,4,978,0
Precinct,Ab - Central Absentee Precinct,29,172,5,0,206,0
Precinct,Provisional,1,8,0,0,9,0
Locality,Loudoun County,71467,89390,803,134,161794,0
Precinct,##ev - Central Absentee Precinct,17083,23233,105,21,40442,0
Precinct,##pe - Central Absentee Precinct,602,1637,41,3,2283,0
Precinct,107 - Little River,532,570,3,1,1106,0
Precinct,108 - Mercer,459,565,3,1,1028,0
Precinct,112 - Freedom,331,447,5,0,783,0
Precinct,114 - Dulles South,393,468,1,0,862,0
Precinct,117 - Carter,178,292,3,0,473,0
Precinct,118 - Moorefield,477,685,7,0,1169,0
Precinct,119 - Arcola,351,587,3,0,941,0
Precinct,120 - Lunsford,527,616,8,0,1151,0
Precinct,121 - Town Hall,345,399,7,1,752,0
Precinct,122 - Hutchison Farm,532,564,7,0,1103,0
Precinct,123 - Cardinal Ridge,331,383,1,1,716,0
Precinct,124 - Liberty,329,452,5,0,786,0
Precinct,125 - Rock Ridge,396,535,8,0,939,0
Precinct,126-Goshen Post,484,576,5,2,1067,0
Precinct,207 - River Bend,388,401,6,1,796,0
Precinct,208 - Algonkian,406,482,3,1,892,0
Precinct,209 - Potomac Falls,477,615,8,0,1100,0
Precinct,210 - Cascades,544,698,9,1,1252,0
Precinct,213 - Countryside,181,252,1,1,435,0
Precinct,214 - Sugarland North,577,686,5,0,1268,0
Precinct,215 - Sugarland South,526,659,6,0,1191,0
Precinct,216 - Lowes Island,574,587,3,3,1167,0
Precinct,217 - South Bank,567,617,5,0,1189,0
Precinct,218 - University Center,351,513,6,0,870,0
Precinct,219 - Galilee Church,436,531,8,0,975,0
Precinct,301 - Purcellville,773,528,1,0,1302,0
Precinct,302 - Round Hill,948,471,6,0,1425,0
Precinct,303 - Hillsboro,801,395,2,0,1198,0
Precinct,305 - Philomont,408,269,0,1,678,0
Precinct,307 - Middleburg,331,351,0,1,683,0
Precinct,308 - St Louis,342,324,3,0,669,0
Precinct,309 - Aldie,276,223,5,0,504,0
Precinct,310 - Mountain View,944,569,6,3,1522,0
Precinct,311 - Round Hill Elementary,981,538,12,2,1533,0
Precinct,312 - Briar Woods,498,735,11,0,1244,0
Precinct,313 - Pinebrook,688,695,6,1,1390,0
Precinct,314 - Legacy,518,689,3,1,1211,0
Precinct,315 - Firehouse,321,165,3,0,489,0
Precinct,316 - Creighton's Corner,608,823,6,0,1437,0
Precinct,318 - Madison's Trust,861,565,8,2,1436,0
Precinct,319 - John Champe,913,967,4,0,1884,0
Precinct,320 - Stone Hill,618,1109,8,1,1736,0
Precinct,321 - Brambleton Middle,335,447,1,3,786,0
Precinct,322-Buffalo Trail,383,510,1,2,896,0
Precinct,401 - West Lovettsville,1200,631,5,3,1839,0
Precinct,402 - Waterford,903,541,5,1,1450,0
Precinct,403 - Lucketts,899,592,2,1,1494,0
Precinct,407 - Harper Park,359,405,2,2,768,0
Precinct,408 - Evergreen,733,593,6,1,1333,0
Precinct,409 - Clarkes Gap,818,436,5,2,1261,0
Precinct,411 - East Lovettsville,773,370,4,2,1149,0
Precinct,413 - Tuscarora,29,39,0,0,68,0
Precinct,414 - Red Rock,327,428,5,1,761,0
Precinct,416 - Hamilton,1035,623,13,3,1674,0
Precinct,420 - River Creek,563,332,2,1,898,0
Precinct,421 - Between The Hills,139,70,1,0,210,0
Precinct,422 - Sycolin Creek,564,331,1,0,896,0
Precinct,501 - West Leesburg,502,490,4,3,999,0
Precinct,502 - East Leesburg,415,606,8,3,1032,0
Precinct,503 - Dry Mill,323,298,2,0,623,0
Precinct,504 - Smarts Mill,533,611,13,2,1159,0
Precinct,505 - Cool Spring,643,568,6,0,1217,0
Precinct,506 - Brandon Park,270,335,13,2,620,0
Precinct,507 - Greenway,283,223,7,2,515,0
Precinct,508 - Balls Bluff,610,677,4,1,1292,0
Precinct,509 - Tolbert,588,840,6,1,1435,0
Precinct,510 - Heritage,365,293,9,0,667,0
Precinct,615 - Hillside,518,646,9,0,1173,0
Precinct,616 - Eagle Ridge,541,669,5,2,1217,0
Precinct,617 - Oak Grove,150,322,3,0,475,0
Precinct,619 - Ridgetop,164,328,5,1,498,0
Precinct,620 - Russell Branch,608,735,6,3,1352,0
Precinct,621 - Dominion Trail,658,782,7,0,1447,0
Precinct,622 - Farmwell Station,596,830,8,2,1436,0
Precinct,623 - Weller,704,878,3,1,1586,0
Precinct,625 - Mill Run,269,278,1,0,548,0
Precinct,626 - Ashby Ponds,456,647,1,0,1104,0
Precinct,627 - Ashbrook,151,250,2,0,403,0
Precinct,628 - Moorefield Station,577,803,3,0,1383,0
Precinct,629 - Discovery,138,179,0,0,317,0
Precinct,701 - Sully,414,478,9,4,905,0
Precinct,702 - Park View,384,444,8,2,838,0
Precinct,703 - Rolling Ridge,339,678,3,4,1024,0
Precinct,705 - Forest Grove,513,656,8,1,1178,0
Precinct,707 - Claude Moore Park,303,491,8,1,803,0
Precinct,708 - Seneca,464,490,3,0,957,0
Precinct,709 - Mirror Ridge,413,560,14,1,988,0
Precinct,710 - Sterling,326,375,5,1,707,0
Precinct,808 - Stone Bridge,691,776,2,3,1472,0
Precinct,810 - Cedar Lane,517,621,7,2,1147,0
Precinct,813 - Seldens Landing,385,518,8,2,913,0
Precinct,814 - Newton - Lee,742,585,6,1,1334,0
Precinct,815 - Belmont Ridge,510,618,5,1,1134,0
Precinct,817 - Sanders Corner,717,729,10,2,1458,0
Precinct,818 - Broad Run,471,494,5,0,970,0
Precinct,819 - Heritage Church,438,456,3,1,898,0
Precinct,820 - Belmont Station,480,551,6,0,1037,0
Precinct,822 - Riverside,383,448,3,0,834,0
Precinct,Ab - Central Absentee Precinct,4547,13089,154,13,17803,0
Precinct,Provisional,102,231,2,1,336,0
Locality,Louisa County,11649,5896,87,7,17639,0
Precinct,##ev - Central Absentee Precinct,2307,1728,13,0,4048,0
Precinct,##pe - Central Absentee Precinct,22,31,1,0,54,0
Precinct,101 - Zion,951,501,5,0,1457,0
Precinct,102 - Mechanicsville,515,209,4,1,729,0
Precinct,201 - Louisa #1,530,224,2,1,757,0
Precinct,202 - Louisa #2,558,166,5,0,729,0
Precinct,301 - Patrick Henry No 1,745,487,11,0,1243,0
Precinct,302 - Patrick Henry #2,259,109,4,0,372,0
Precinct,401 - Mineral,1005,299,3,1,1308,0
Precinct,402 - Yanceyville,264,108,4,0,376,0
Precinct,501 - Fredericks Hall,242,149,3,0,394,0
Precinct,502 - Cuckoo,517,149,4,0,670,0
Precinct,503 - Elk Creek,489,132,2,0,623,0
Precinct,601 - Bumpass,707,145,1,0,853,0
Precinct,602 - Locust Creek,803,212,6,0,1021,0
Precinct,701 - Sheltons Mill,875,204,6,1,1086,0
Precinct,702 - South Anna,518,175,2,0,695,0
Precinct,Ab - Central Absentee Precinct,335,862,11,3,1211,0
Precinct,Provisional,7,6,0,0,13,0
Locality,Lunenburg County,3019,1567,11,0,4597,0
Precinct,##ev - Central Absentee Precinct,662,481,2,0,1145,0
Precinct,##pe - Central Absentee Precinct,3,1,0,0,4,0
Precinct,101 - Plymouth,277,44,0,0,321,0
Precinct,201 - Browns Store,277,87,2,0,366,0
Precinct,301 - Rosebud,253,52,0,0,305,0
Precinct,302 - Flat Rock,245,87,0,0,332,0
Precinct,401 - Arrowhead Gun Club,177,26,0,0,203,0
Precinct,402 - Pleasant Grove,288,69,0,0,357,0
Precinct,501 - Reedy Creek,111,62,1,0,174,0
Precinct,502 - Peoples Community Center,110,100,0,0,210,0
Precinct,601 - Hounds Creek,206,200,1,0,407,0
Precinct,701 - Meherrin Fire Department,142,74,3,0,219,0
Precinct,702 - Victoria Public Library,193,61,0,0,254,0
Precinct,Ab - Central Absentee Precinct,75,222,2,0,299,0
Precinct,Provisional,0,1,0,0,1,0
Locality,Lynchburg City,13668,11000,198,35,24901,0
Precinct,##ev - Central Absentee Precinct,2117,2978,22,2,5119,0
Precinct,##pe - Central Absentee Precinct,30,71,0,0,101,0
Precinct,101 - First Ward First Precinct,958,508,18,3,1487,0
Precinct,102 - First Ward Second Precinct,1176,507,4,3,1690,0
Precinct,103 - First Ward Third Precinct,739,377,4,0,1120,0
Precinct,104 - First Ward Fourth Precinct,216,210,3,0,429,0
Precinct,105 - First Ward Fifth Precinct,425,317,3,1,746,0
Precinct,201 - Second Ward First Precinct,374,642,9,2,1027,0
Precinct,202 - Second Ward Second Precinct,306,517,8,1,832,0
Precinct,203 - Second Ward Third Precinct,121,203,2,2,328,0
Precinct,204 - Second Ward Fourth Precinct,208,148,1,0,357,0
Precinct,301 - Third Ward First Precinct,297,247,7,2,553,0
Precinct,302 - Third Ward Second Precinct,516,12,4,1,533,0
Precinct,303 - Third Ward Third Precinct,437,196,3,2,638,0
Precinct,304 - Third Ward Fourth Precinct,459,202,4,0,665,0
Precinct,305 - Third Ward Fifth Precinct,1058,315,11,6,1390,0
Precinct,401 - Fourth Ward First Precinct,1394,366,11,0,1771,0
Precinct,402 - Fourth Ward Second Precinct,456,231,2,3,692,0
Precinct,403 - Fourth Ward Third Precinct,820,406,23,1,1250,0
Precinct,404 - Fourth Ward Fourth Precinct,820,465,12,2,1299,0
Precinct,Ab - Central Absentee Precinct,726,2053,45,4,2828,0
Precinct,Provisional,15,29,2,0,46,0
Locality,Madison County,4721,1973,29,5,6728,0
Precinct,##ev - Central Absentee Precinct,1070,645,5,1,1721,0
Precinct,##pe - Central Absentee Precinct,6,9,0,0,15,0
Precinct,1 - Oak Park,370,178,2,1,551,0
Precinct,2 - Radiant,590,229,0,0,819,0
Precinct,3 - Rochelle,340,96,4,0,440,0
Precinct,4 - Graves Mill,42,15,0,0,57,0
Precinct,5 - Madison,583,192,3,1,779,0
Precinct,6 - Wolftown,386,131,2,0,519,0
Precinct,7 - Brightwood,741,143,6,1,891,0
Precinct,8 - Criglersville,316,86,1,0,403,0
Precinct,9 - Etlan,198,73,1,1,273,0
Precinct,Ab - Central Absentee Precinct,78,174,5,0,257,0
Precinct,Provisional,1,2,0,0,3,0
Locality,Manassas City,5050,6155,87,14,11306,0
Precinct,##ev - Central Absentee Precinct,1592,2134,20,4,3750,0
Precinct,##pe - Central Absentee Precinct,15,28,1,0,44,0
Precinct,1 - Dean,375,535,8,0,918,0
Precinct,2 - Weems,564,553,16,0,1133,0
Precinct,3 - Metz,635,568,8,2,1213,0
Precinct,4 - Haydon,582,527,8,2,1119,0
Precinct,5 - Baldwin,482,461,8,3,954,0
Precinct,6 - Round,552,423,2,2,979,0
Precinct,Ab - Central Absentee Precinct,251,913,15,1,1180,0
Precinct,Provisional,2,13,1,0,16,0
Locality,Manassas Park City,1379,2158,46,14,3597,0
Precinct,##ev - Central Absentee Precinct,358,591,12,2,963,0
Precinct,##pe - Central Absentee Precinct,4,4,1,0,9,0
Precinct,1 - Precinct One,326,528,10,1,865,0
Precinct,2 - Precinct Two,305,287,6,2,600,0
Precinct,3 - Precinct Three,290,412,7,8,717,0
Precinct,Ab - Central Absentee Precinct,92,334,10,1,437,0
Precinct,Provisional,4,2,0,0,6,0
Locality,Martinsville City,1676,2224,40,5,3945,0
Precinct,##ev - Central Absentee Precinct,365,425,4,2,796,0
Precinct,##pe - Central Absentee Precinct,1,9,0,0,10,0
Precinct,1 - Precinct #1,13,241,2,0,256,0
Precinct,2 - Precinct #2,297,268,8,1,574,0
Precinct,3 - Precinct #3,124,170,4,0,298,0
Precinct,4 - Precinct #4,217,356,6,0,579,0
Precinct,5 - Precinct #5,583,300,8,2,893,0
Precinct,6 - Precinct #6,6,138,1,0,145,0
Precinct,Ab - Central Absentee Precinct,70,308,7,0,385,0
Precinct,Provisional,0,9,0,0,9,0
Locality,Mathews County,3493,1363,18,7,4881,0
Precinct,##ev - Central Absentee Precinct,1526,738,2,3,2269,0
