,,Jason Stuart Redding Miyares,Mark Rankin Herring,Write-Ins,Total Votes Cast,Undervotes
Precinct,103 - Scott's Tanyard (CD 9),914,153,3,1070,0
Precinct,201 - Fieldale (CD 9),242,77,0,319,0
Precinct,202 - Horsepasture #1 (CD 9),546,198,2,746,0
Precinct,203 - Horsepasture #2 (CD 9),133,252,0,385,0
Precinct,204 - Spencer (CD 9),630,157,0,787,0
Precinct,302 - Axton (CD 5),270,169,0,439,0
Precinct,303 - Irisburg (CD 5),462,212,0,674,0
Precinct,304 - Mount Olivet (CD 5),377,308,1,686,0
Precinct,304 - Mount Olivet (CD 9),0,0,0,0,0
Precinct,305 - Mountain Valley (CD 5),296,127,0,423,0
Precinct,401 - Collinsville Number 1 (CD 9),301,87,0,388,0
Precinct,402 - Daniels Creek (CD 9),287,116,0,403,0
Precinct,404 - Collinsville Number 2 (CD 9),513,186,0,699,0
Precinct,405 - Mountain View (CD 5),276,149,0,425,0
Precinct,501 - Bassett Number One (CD 9),248,117,1,366,0
Precinct,502 - Figsboro (CD 9),423,91,0,514,0
Precinct,503 - Stanleytown (CD 9),710,99,1,810,0
Precinct,504 - Oak Level (CD 9),243,66,0,309,0
Precinct,505 - Dyers Store (CD 5),41,7,0,48,0
Precinct,505 - Dyers Store (CD 9),215,68,1,284,0
Precinct,601 - Fontaine (CD 9),473,169,1,643,0
Precinct,602 - Hillcrest (CD 9),193,86,0,279,0
Precinct,603 - Ridgeway #1 (CD 5),655,162,0,817,0
Precinct,604 - Ridgeway #2 (CD 9),498,132,0,630,0
Precinct,Ab - Central Absentee Precinct (CD 5),66,229,0,295,0
Precinct,Ab - Central Absentee Precinct (CD 9),318,463,0,781,0
Precinct,Provisional (CD 5),3,4,0,7,0
Precinct,Provisional (CD 9),6,11,0,17,0
Locality,Highland County,945,348,0,1293,0
Precinct,##ev - Central Absentee Precinct,139,92,0,231,0
Precinct,##pe - Central Absentee Precinct,1,1,0,2,0
Precinct,1 - Monterey,231,69,0,300,0
Precinct,3 - Wilsons Mill,69,16,0,85,0
Precinct,5 - Blue Grass,125,45,0,170,0
Precinct,7 - Mill Gap,86,33,0,119,0
Precinct,8 - Mcdowell,206,45,0,251,0
Precinct,10 - Headwaters,67,12,0,79,0
Precinct,AB - Central Absentee Precinct,21,35,0,56,0
Precinct,Provisional,0,0,0,0,0
Locality,Hopewell City,3085,3159,15,6259,0
Precinct,##ev - Central Absentee Precinct,939,1031,2,1972,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0
Precinct,101 - Ward One,264,179,2,445,0
Precinct,201 - Ward Two,75,272,0,347,0
Precinct,301 - Ward Three,522,213,0,735,0
Precinct,401 - Ward Four,454,371,9,834,0
Precinct,501 - Ward Five,379,217,0,596,0
Precinct,601 - Ward Six,100,314,0,414,0
Precinct,701 - Ward Seven,225,231,2,458,0
Precinct,Ab - Central Absentee Precinct,115,322,0,437,0
Precinct,Provisional,12,9,0,21,0
Locality,Isle of Wight County,11900,6664,20,18584,0
Precinct,##ev - Central Absentee Precinct,2658,1782,4,4444,0
Precinct,##pe - Central Absentee Precinct,24,31,0,55,0
Precinct,101 - Smithfield,1092,447,0,1539,0
Precinct,102 - Cypress Creek,856,382,3,1241,0
Precinct,201 - Bartlett,1217,532,3,1752,0
Precinct,202 - Carrollton,967,518,4,1489,0
Precinct,301 - Rushmere,591,414,1,1006,0
Precinct,302 - Pons,429,461,0,890,0
Precinct,401 - Courthouse,379,90,1,470,0
Precinct,402 - Windsor,685,198,0,883,0
Precinct,403 - Longview,662,374,1,1037,0
Precinct,501 - Walters,533,117,0,650,0
Precinct,502 - Camps Mill,153,112,0,265,0
Precinct,503 - Carrsville,328,127,1,456,0
Precinct,504 - Zuni,568,123,1,692,0
Precinct,505 - Raynor,331,54,0,385,0
Precinct,Ab - Central Absentee Precinct,422,883,0,1305,0
Precinct,Provisional,5,19,1,25,0
Locality,James City County,21090,18824,29,39943,0
Precinct,##ev - Central Absentee Precinct (CD 1),7541,7201,9,14751,0
Precinct,##ev - Central Absentee Precinct (CD 2),1441,1745,2,3188,0
Precinct,##pe - Central Absentee Precinct (CD 1),15,59,1,75,0
Precinct,##pe - Central Absentee Precinct (CD 2),10,13,0,23,0
Precinct,101 - Berkeley A (CD 1),737,465,1,1203,0
Precinct,102 - Berkeley B (CD 1),545,365,1,911,0
Precinct,103 - Berkeley C (CD 1),857,466,1,1324,0
Precinct,104- Berkeley D (CD 2),255,223,0,478,0
Precinct,201 - Jamestown A (CD 2),209,172,1,382,0
Precinct,202 - Jamestown B (CD 1),436,462,0,898,0
Precinct,202 - Jamestown B (CD 2),0,0,0,0,0
Precinct,203 - Jamestown C (CD 1),489,331,0,820,0
Precinct,204 - Jamestown D (CD 1),516,295,0,811,0
Precinct,301 - Powhatan A (CD 1),608,310,2,920,0
Precinct,302 - Powhatan B (CD 1),229,211,2,442,0
Precinct,303 - Powhatan C (CD 1),530,152,0,682,0
Precinct,304 - Powhatan D (CD 1),495,484,3,982,0
Precinct,401 - Stonehouse A (CD 1),1111,630,2,1743,0
Precinct,402 - Stonehouse B (CD 1),1019,611,1,1631,0
Precinct,403 - Stonehouse C (CD 1),1037,432,1,1470,0
Precinct,501 - Roberts A (CD 2),236,399,0,635,0
Precinct,502 - Roberts B (CD 2),920,352,0,1272,0
Precinct,503 - Roberts C (CD 2),92,160,0,252,0
Precinct,504 - Roberts D (CD 1),0,0,0,0,0
Precinct,504 - Roberts D (CD 2),687,547,0,1234,0
Precinct,AB - Central Absentee Precinct (CD 2),228,585,1,814,0
Precinct,Ab - Central Absentee Precinct (CD 1),820,2110,1,2931,0
Precinct,Provisional (CD 1),16,30,0,46,0
Precinct,Provisional (CD 2),11,14,0,25,0
Locality,King and Queen County,2098,1148,2,3248,0
Precinct,##ev - Central Absentee Precinct,354,222,0,576,0
Precinct,##pe - Central Absentee Precinct,5,8,0,13,0
Precinct,101 - Owenton,266,243,0,509,0
Precinct,201 - Clarks,388,134,0,522,0
Precinct,301 - Shacklefords,334,169,1,504,0
Precinct,401 - Courthouse,308,162,0,470,0
Precinct,501 - Oldmill,367,82,0,449,0
Precinct,Ab - Central Absentee Precinct,75,126,1,202,0
Precinct,Provisional,1,2,0,3,0
Locality,King George County,7185,3458,8,10651,0
Precinct,##ev - Central Absentee Precinct,2541,1401,2,3944,0
Precinct,##pe - Central Absentee Precinct,7,3,0,10,0
Precinct,101 - Courthouse,900,305,2,1207,0
Precinct,102 - Passapatanzy,530,207,0,737,0
Precinct,201 - Monroe,1079,286,1,1366,0
Precinct,301 - Dahlgren,879,427,0,1306,0
Precinct,401 - Shiloh,1048,350,2,1400,0
Precinct,Ab - Central Absentee Precinct,195,472,1,668,0
Precinct,Provisional,6,7,0,13,0
Locality,King William County,6241,2293,7,8541,0
Precinct,##ev - Central Absentee Precinct,1140,615,1,1756,0
Precinct,##pe - Central Absentee Precinct,4,3,0,7,0
Precinct,101 - West Point,865,366,0,1231,0
Precinct,201 - Sweet Hall,411,93,0,504,0
Precinct,202 - Courthouse,517,183,1,701,0
Precinct,301 - Aylett,1060,216,2,1278,0
Precinct,401 - Manquin,1110,282,3,1395,0
Precinct,501 - Mangohick,995,316,0,1311,0
Precinct,Ab - Central Absentee Precinct,138,219,0,357,0
Precinct,Provisional,1,0,0,1,0
Locality,Lancaster County,3444,2400,2,5846,0
Precinct,##ev - Central Absentee Precinct,1009,863,0,1872,0
Precinct,##pe - Central Absentee Precinct,0,1,0,1,0
Precinct,101 - Precinct 1-1,481,169,1,651,0
Precinct,201 - Precinct 2-1,270,259,0,529,0
Precinct,301 - Precinct 3-1,430,186,0,616,0
Precinct,302 - Precinct 3-2,226,76,1,303,0
Precinct,401 - Precinct 4-1,267,332,0,599,0
Precinct,501 - Precinct 5-1,624,272,0,896,0
Precinct,Ab - Central Absentee Precinct,135,240,0,375,0
Precinct,Provisional,2,2,0,4,0
Locality,Lee County,6316,918,5,7239,0
Precinct,##ev - Central Absentee Precinct,771,176,1,948,0
Precinct,##pe - Central Absentee Precinct,2,2,0,4,0
Precinct,101 - Elydale,271,38,0,309,0
Precinct,102 - Ewing,260,38,0,298,0
Precinct,103 - Rose Hill,520,53,0,573,0
Precinct,201 - Blackwater,106,15,0,121,0
Precinct,202 - Flatwoods,413,50,0,463,0
Precinct,203 - Jonesville,601,63,0,664,0
Precinct,301 - Ben Hur,633,76,0,709,0
Precinct,302 - Woodway,468,36,0,504,0
Precinct,401 - Stickleyville,280,37,0,317,0
Precinct,402 - Jasper,218,21,0,239,0
Precinct,403 - Seminary,302,24,0,326,0
Precinct,404 - Dryden,483,55,2,540,0
Precinct,501 - Saint Charles,172,39,0,211,0
Precinct,502 - Pennington,497,54,0,551,0
Precinct,503 - Robbins Chapel,72,10,0,82,0
Precinct,504 - Keokee,103,16,1,120,0
Precinct,Ab - Central Absentee Precinct,144,115,1,260,0
Precinct,Provisional,0,0,0,0,0
Locality,Lexington City,749,1317,2,2068,0
Precinct,##ev - Central Absentee Precinct,265,607,0,872,0
Precinct,##pe - Central Absentee Precinct,1,5,0,6,0
Precinct,1 - Lexington,451,523,2,976,0
Precinct,Ab - Central Absentee Precinct,31,174,0,205,0
Precinct,Provisional,1,8,0,9,0
Locality,Loudoun County,70348,90689,156,161193,0
Precinct,##ev - Central Absentee Precinct,16972,23353,19,40344,0
Precinct,##pe - Central Absentee Precinct,589,1674,3,2266,0
Precinct,107 - Little River,521,578,1,1100,0
Precinct,108 - Mercer,454,572,0,1026,0
Precinct,112 - Freedom,335,445,1,781,0
Precinct,114 - Dulles South,394,461,2,857,0
Precinct,117 - Carter,170,299,0,469,0
Precinct,118 - Moorefield,469,695,0,1164,0
Precinct,119 - Arcola,365,575,1,941,0
Precinct,120 - Lunsford,507,638,2,1147,0
Precinct,121 - Town Hall,333,415,1,749,0
Precinct,122 - Hutchison Farm,515,580,0,1095,0
Precinct,123 - Cardinal Ridge,328,385,2,715,0
Precinct,124 - Liberty,323,458,0,781,0
Precinct,125 - Rock Ridge,382,548,2,932,0
Precinct,126-Goshen Post,474,586,2,1062,0
Precinct,207 - River Bend,385,408,1,794,0
Precinct,208 - Algonkian,403,473,2,878,0
Precinct,209 - Potomac Falls,471,627,1,1099,0
Precinct,210 - Cascades,527,717,1,1245,0
Precinct,213 - Countryside,177,256,0,433,0
Precinct,214 - Sugarland North,578,678,3,1259,0
Precinct,215 - Sugarland South,526,662,0,1188,0
Precinct,216 - Lowes Island,558,602,2,1162,0
Precinct,217 - South Bank,560,625,2,1187,0
Precinct,218 - University Center,341,525,0,866,0
Precinct,219 - Galilee Church,432,539,1,972,0
Precinct,301 - Purcellville,756,535,0,1291,0
Precinct,302 - Round Hill,918,504,1,1423,0
Precinct,303 - Hillsboro,782,412,1,1195,0
Precinct,305 - Philomont,404,273,1,678,0
Precinct,307 - Middleburg,321,360,0,681,0
Precinct,308 - St Louis,337,330,0,667,0
Precinct,309 - Aldie,280,223,0,503,0
Precinct,310 - Mountain View,930,585,1,1516,0
Precinct,311 - Round Hill Elementary,979,552,2,1533,0
Precinct,312 - Briar Woods,471,767,0,1238,0
Precinct,313 - Pinebrook,688,701,1,1390,0
Precinct,314 - Legacy,502,708,1,1211,0
Precinct,315 - Firehouse,310,174,1,485,0
Precinct,316 - Creighton's Corner,592,839,2,1433,0
Precinct,318 - Madison's Trust,841,591,1,1433,0
Precinct,319 - John Champe,897,982,1,1880,0
Precinct,320 - Stone Hill,614,1109,1,1724,0
Precinct,321 - Brambleton Middle,323,458,1,782,0
Precinct,322-Buffalo Trail,380,510,0,890,0
Precinct,401 - West Lovettsville,1180,651,3,1834,0
Precinct,402 - Waterford,881,562,0,1443,0
Precinct,403 - Lucketts,890,599,2,1491,0
Precinct,407 - Harper Park,346,416,0,762,0
Precinct,408 - Evergreen,709,619,2,1330,0
Precinct,409 - Clarkes Gap,787,467,3,1257,0
Precinct,411 - East Lovettsville,753,386,4,1143,0
Precinct,413 - Tuscarora,29,38,1,68,0
Precinct,414 - Red Rock,314,444,1,759,0
Precinct,416 - Hamilton,1021,642,2,1665,0
Precinct,420 - River Creek,567,322,1,890,0
Precinct,421 - Between The Hills,139,68,0,207,0
Precinct,422 - Sycolin Creek,561,332,0,893,0
Precinct,501 - West Leesburg,479,515,2,996,0
Precinct,502 - East Leesburg,397,625,2,1024,0
Precinct,503 - Dry Mill,308,313,0,621,0
Precinct,504 - Smarts Mill,509,639,3,1151,0
Precinct,505 - Cool Spring,645,566,0,1211,0
Precinct,506 - Brandon Park,254,355,4,613,0
Precinct,507 - Greenway,284,231,1,516,0
Precinct,508 - Balls Bluff,597,691,1,1289,0
Precinct,509 - Tolbert,569,858,1,1428,0
Precinct,510 - Heritage,351,313,0,664,0
Precinct,615 - Hillside,508,660,2,1170,0
Precinct,616 - Eagle Ridge,529,679,2,1210,0
Precinct,617 - Oak Grove,138,331,0,469,0
Precinct,619 - Ridgetop,159,334,0,493,0
Precinct,620 - Russell Branch,604,738,1,1343,0
Precinct,621 - Dominion Trail,644,795,2,1441,0
Precinct,622 - Farmwell Station,584,846,3,1433,0
Precinct,623 - Weller,684,887,3,1574,0
Precinct,625 - Mill Run,263,285,0,548,0
Precinct,626 - Ashby Ponds,456,642,0,1098,0
Precinct,627 - Ashbrook,148,252,3,403,0
Precinct,628 - Moorefield Station,565,805,2,1372,0
Precinct,629 - Discovery,138,177,0,315,0
Precinct,701 - Sully,404,495,1,900,0
Precinct,702 - Park View,374,456,3,833,0
Precinct,703 - Rolling Ridge,335,681,3,1019,0
Precinct,705 - Forest Grove,498,664,1,1163,0
Precinct,707 - Claude Moore Park,303,496,1,800,0
Precinct,708 - Seneca,452,499,2,953,0
Precinct,709 - Mirror Ridge,398,574,3,975,0
Precinct,710 - Sterling,321,379,3,703,0
Precinct,808 - Stone Bridge,677,783,2,1462,0
Precinct,810 - Cedar Lane,517,617,1,1135,0
Precinct,813 - Seldens Landing,362,546,0,908,0
Precinct,814 - Newton - Lee,719,611,1,1331,0
Precinct,815 - Belmont Ridge,491,638,2,1131,0
Precinct,817 - Sanders Corner,717,734,2,1453,0
Precinct,818 - Broad Run,457,508,1,966,0
Precinct,819 - Heritage Church,432,465,0,897,0
Precinct,820 - Belmont Station,467,564,2,1033,0
Precinct,822 - Riverside,370,462,0,832,0
Precinct,Ab - Central Absentee Precinct,4546,13215,13,17774,0
Precinct,Provisional,104,232,0,336,0
Locality,Louisa County,11606,5950,8,17564,0
Precinct,##ev - Central Absentee Precinct,2329,1710,0,4039,0
Precinct,##pe - Central Absentee Precinct,21,33,0,54,0
Precinct,101 - Zion,933,514,1,1448,0
Precinct,102 - Mechanicsville,514,209,1,724,0
Precinct,201 - Louisa #1,524,231,0,755,0
Precinct,202 - Louisa #2,549,179,0,728,0
Precinct,301 - Patrick Henry No 1,728,506,0,1234,0
Precinct,302 - Patrick Henry #2,252,118,0,370,0
Precinct,401 - Mineral,1004,300,0,1304,0
Precinct,402 - Yanceyville,262,111,0,373,0
Precinct,501 - Fredericks Hall,241,149,1,391,0
Precinct,502 - Cuckoo,508,158,0,666,0
Precinct,503 - Elk Creek,493,128,0,621,0
Precinct,601 - Bumpass,705,144,2,851,0
Precinct,602 - Locust Creek,809,211,0,1020,0
Precinct,701 - Sheltons Mill,873,207,0,1080,0
Precinct,702 - South Anna,505,184,0,689,0
Precinct,Ab - Central Absentee Precinct,349,852,3,1204,0
Precinct,Provisional,7,6,0,13,0
Locality,Lunenburg County,2985,1596,1,4582,0
Precinct,##ev - Central Absentee Precinct,657,487,0,1144,0
Precinct,##pe - Central Absentee Precinct,2,1,0,3,0
Precinct,101 - Plymouth,272,48,0,320,0
Precinct,201 - Browns Store,273,94,0,367,0
Precinct,301 - Rosebud,254,50,0,304,0
Precinct,302 - Flat Rock,240,89,1,330,0
Precinct,401 - Arrowhead Gun Club,173,30,0,203,0
Precinct,402 - Pleasant Grove,285,70,0,355,0
Precinct,501 - Reedy Creek,111,63,0,174,0
Precinct,502 - Peoples Community Center,111,99,0,210,0
Precinct,601 - Hounds Creek,205,199,0,404,0
Precinct,701 - Meherrin Fire Department,141,75,0,216,0
Precinct,702 - Victoria Public Library,189,63,0,252,0
Precinct,Ab - Central Absentee Precinct,72,227,0,299,0
Precinct,Provisional,0,1,0,1,0
Locality,Lynchburg City,13545,11145,16,24706,0
Precinct,##ev - Central Absentee Precinct,2094,2981,1,5076,0
Precinct,##pe - Central Absentee Precinct,30,69,0,99,0
Precinct,101 - First Ward First Precinct,936,544,1,1481,0
Precinct,102 - First Ward Second Precinct,1173,505,1,1679,0
Precinct,103 - First Ward Third Precinct,724,383,1,1108,0
Precinct,104 - First Ward Fourth Precinct,204,218,1,423,0
Precinct,105 - First Ward Fifth Precinct,422,324,0,746,0
Precinct,201 - Second Ward First Precinct,360,651,1,1012,0
Precinct,202 - Second Ward Second Precinct,297,519,1,817,0
Precinct,203 - Second Ward Third Precinct,121,198,1,320,0
Precinct,204 - Second Ward Fourth Precinct,208,149,0,357,0
Precinct,301 - Third Ward First Precinct,290,259,1,550,0
Precinct,302 - Third Ward Second Precinct,511,15,0,526,0
Precinct,303 - Third Ward Third Precinct,438,195,0,633,0
Precinct,304 - Third Ward Fourth Precinct,451,209,0,660,0
Precinct,305 - Third Ward Fifth Precinct,1062,320,3,1385,0
Precinct,401 - Fourth Ward First Precinct,1389,373,0,1762,0
Precinct,402 - Fourth Ward Second Precinct,455,233,1,689,0
Precinct,403 - Fourth Ward Third Precinct,818,425,2,1245,0
Precinct,404 - Fourth Ward Fourth Precinct,806,486,1,1293,0
Precinct,Ab - Central Absentee Precinct,740,2061,0,2801,0
Precinct,Provisional,16,28,0,44,0
Locality,Madison County,4611,2060,4,6675,0
Precinct,##ev - Central Absentee Precinct,1051,659,2,1712,0
Precinct,##pe - Central Absentee Precinct,6,9,0,15,0
Precinct,1 - Oak Park,362,184,1,547,0
Precinct,2 - Radiant,566,245,0,811,0
Precinct,3 - Rochelle,332,104,0,436,0
Precinct,4 - Graves Mill,40,14,0,54,0
Precinct,5 - Madison,572,200,0,772,0
Precinct,6 - Wolftown,370,143,0,513,0
Precinct,7 - Brightwood,727,156,1,884,0
Precinct,8 - Criglersville,313,88,0,401,0
Precinct,9 - Etlan,192,78,0,270,0
Precinct,Ab - Central Absentee Precinct,79,178,0,257,0
Precinct,Provisional,1,2,0,3,0
Locality,Manassas City,4978,6242,18,11238,0
Precinct,##ev - Central Absentee Precinct,1580,2145,6,3731,0
Precinct,##pe - Central Absentee Precinct,14,30,0,44,0
Precinct,1 - Dean,360,555,0,915,0
Precinct,2 - Weems,549,573,0,1122,0
Precinct,3 - Metz,634,572,0,1206,0
Precinct,4 - Haydon,567,539,6,1112,0
Precinct,5 - Baldwin,477,469,4,950,0
Precinct,6 - Round,536,438,1,975,0
Precinct,Ab - Central Absentee Precinct,259,908,0,1167,0
Precinct,Provisional,2,13,1,16,0
Locality,Manassas Park City,1372,2194,12,3578,0
Precinct,##ev - Central Absentee Precinct,356,601,2,959,0
Precinct,##pe - Central Absentee Precinct,4,5,0,9,0
Precinct,1 - Precinct One,330,534,0,864,0
Precinct,2 - Precinct Two,294,295,4,593,0
Precinct,3 - Precinct Three,289,417,5,711,0
Precinct,Ab - Central Absentee Precinct,95,340,1,436,0
Precinct,Provisional,4,2,0,6,0
Locality,Martinsville City,1645,2263,6,3914,0
Precinct,##ev - Central Absentee Precinct,363,428,0,791,0
Precinct,##pe - Central Absentee Precinct,1,9,0,10,0
Precinct,1 - Precinct #1,11,241,1,253,0
Precinct,2 - Precinct #2,290,278,2,570,0
Precinct,3 - Precinct #3,123,171,1,295,0
Precinct,4 - Precinct #4,212,359,1,572,0
Precinct,5 - Precinct #5,572,315,1,888,0
Precinct,6 - Precinct #6,7,137,0,144,0
Precinct,Ab - Central Absentee Precinct,66,317,0,383,0
Precinct,Provisional,0,8,0,8,0
Locality,Mathews County,3446,1403,6,4855,0
Precinct,##ev - Central Absentee Precinct,1492,756,3,2251,0
Precinct,##pe - Central Absentee Precinct,1,4,0,5,0
Precinct,1 - Chesapeake,445,121,0,566,0
Precinct,2 - Westville,667,205,0,872,0
Precinct,3 - Piankatank,741,194,1,936,0
Precinct,Ab - Central Absentee Precinct,97,123,2,222,0
Precinct,Provisional,3,0,0,3,0
Locality,Mecklenburg County,7828,4139,6,11973,0
Precinct,##ev - Central Absentee Precinct,1758,876,2,2636,0
Precinct,##pe - Central Absentee Precinct,5,16,0,21,0
Precinct,101 - Wrights Store,215,159,0,374,0
Precinct,102 - Pearsons Store,121,28,0,149,0
Precinct,103 - South Clarksville,299,210,0,509,0
Precinct,201 - Boydton,159,103,0,262,0
Precinct,202 - Bluestone Senior High School,52,64,0,116,0
Precinct,203 - Chase City Vfw Post,47,142,0,189,0
Precinct,301 - Bracey,574,144,1,719,0
Precinct,302 - Lacrosse,295,137,0,432,0
Precinct,401 - American Legion Hall,299,422,0,721,0
Precinct,402 - Park View Middle School,67,79,0,146,0
Precinct,501 - South Hill,575,292,0,867,0
Precinct,601 - Baskerville,273,92,2,367,0
Precinct,602 - Union Level,218,30,0,248,0
Precinct,603 - Smith Crossroads,144,55,0,199,0
Precinct,604 - Lake Gaston,191,61,0,252,0
Precinct,701 - Chase City,285,137,0,422,0
Precinct,702 - Sunshine,275,110,1,386,0
Precinct,801 - Finchley,107,43,0,150,0
Precinct,802 - Bluestone,334,73,0,407,0
Precinct,803 - Chase City Elementary School,247,89,0,336,0
Precinct,901 - Averett,145,11,0,156,0
Precinct,902 - Buffalo Springs,224,55,0,279,0
Precinct,903 - Clarksville,647,205,0,852,0
Precinct,Ab - Central Absentee Precinct,268,499,0,767,0
Precinct,Provisional,4,7,0,11,0
Locality,Middlesex County,3714,1866,3,5583,0
Precinct,##ev - Central Absentee Precinct,882,607,2,1491,0
Precinct,##pe - Central Absentee Precinct,1,5,0,6,0
Precinct,101 - Saluda,156,60,1,217,0
Precinct,102 - Urbanna,337,146,0,483,0
Precinct,201 - New Market,739,212,0,951,0
Precinct,302 - Church View,439,242,0,681,0
Precinct,401- Harmony Village,418,202,0,620,0
Precinct,501 - Wilton,645,192,0,837,0
Precinct,Ab - Central Absentee Precinct,95,198,0,293,0
Precinct,Provisional,2,2,0,4,0
Locality,Montgomery County,16828,15704,38,32570,0
Precinct,##ev - Central Absentee Precinct,3745,4855,7,8607,0
Precinct,##pe - Central Absentee Precinct,19,86,2,107,0
Precinct,101 - Precinct A-1,625,551,1,1177,0
Precinct,102 - Precinct A-2,200,490,1,691,0
Precinct,103 - Precinct A-3,446,738,4,1188,0
Precinct,201 - Precinct B-1,106,64,0,170,0
Precinct,202 - Precinct B-2,736,458,2,1196,0
Precinct,203 - Precinct B-3,622,354,0,976,0
Precinct,204 - Precinct B-4,909,655,2,1566,0
Precinct,301 - Precinct C-1,966,215,0,1181,0
Precinct,302 - Precinct C-2,727,297,1,1025,0
Precinct,303 - Precinct C-3,400,116,0,516,0
Precinct,304 - Precinct C-4,745,316,2,1063,0
Precinct,401 - Precinct D-1,484,187,0,671,0
Precinct,402 - Precinct D-2,970,214,0,1184,0
Precinct,403 - Precinct D-3,793,169,0,962,0
Precinct,404 - Precinct D-4,490,109,0,599,0
Precinct,405 - Precinct D-5,751,341,0,1092,0
Precinct,501 - Precinct E-1,592,403,4,999,0
Precinct,502 - Precinct E-2,615,268,1,884,0
Precinct,503 - Precinct E-3,57,192,1,250,0
Precinct,601 - Precinct F-1,332,577,1,910,0
Precinct,602 - Precinct F-2,289,613,4,906,0
Precinct,603 - Precinct F-3,51,45,0,96,0
Precinct,701 - Precinct G-1,431,750,2,1183,0
Precinct,702 - Precinct G-2,162,376,0,538,0
Precinct,Ab - Central Absentee Precinct,555,2228,2,2785,0
Precinct,Provisional,10,37,1,48,0
Locality,Nelson County,4174,3466,4,7644,0
Precinct,##ev - Central Absentee Precinct,732,1116,0,1848,0
Precinct,##pe - Central Absentee Precinct,7,15,0,22,0
Precinct,101 - Rockfish,659,536,2,1197,0
Precinct,201 - Lovingston,378,164,0,542,0
Precinct,202 - Schuyler,261,133,1,395,0
Precinct,301 - Shipman,480,187,1,668,0
Precinct,302 - Gladstone,122,37,0,159,0
Precinct,401 - Roseland,633,203,0,836,0
Precinct,402 - Montebello,81,35,0,116,0
Precinct,501 - Faber,216,150,0,366,0
Precinct,502 - Nellysford,469,482,0,951,0
Precinct,Ab - Central Absentee Precinct,136,404,0,540,0
Precinct,Provisional,0,4,0,4,0
Locality,New Kent County,8563,3479,5,12047,0
Precinct,##ev - Central Absentee Precinct,1491,800,0,2291,0
Precinct,##pe - Central Absentee Precinct,8,7,0,15,0
Precinct,102 - Tunstall,402,60,0,462,0
Precinct,103 - Southern Branch,1118,229,0,1347,0
Precinct,201 - Quinton,863,362,2,1227,0
Precinct,202 - Kentwood,693,167,0,860,0
Precinct,301 - Watkins,568,313,0,881,0
Precinct,302 - Cumberland,708,242,0,950,0
Precinct,401 - Providence Forge,823,354,1,1178,0
Precinct,403 - Mountcastle,369,121,0,490,0
Precinct,501 - Eltham,479,163,0,642,0
Precinct,502 - Chickahominy River,784,169,0,953,0
Precinct,Ab - Central Absentee Precinct,238,484,2,724,0
Precinct,Provisional,19,8,0,27,0
Locality,Newport News City,21135,32725,61,53921,0
Precinct,##ev - Central Absentee Precinct (CD 2),24,55,0,79,0
Precinct,##ev - Central Absentee Precinct (CD 3),3464,7419,11,10894,0
Precinct,##pe - Central Absentee Precinct (CD 2),0,0,0,0,0
Precinct,##pe - Central Absentee Precinct (CD 3),26,123,0,149,0
Precinct,101 - Denbigh (CD 3),432,813,2,1247,0
Precinct,102 - Stoney Run (CD 3),331,925,3,1259,0
Precinct,103 - Jenkins (CD 3),581,646,3,1230,0
Precinct,104 - Mcintosh (CD 3),300,597,2,899,0
Precinct,105 - Oyster Point (CD 3),136,161,0,297,0
Precinct,106 - Reservoir (CD 3),546,814,0,1360,0
Precinct,107 - Richneck (CD 3),638,756,1,1395,0
Precinct,108 - Katherine Johnson (CD 3),299,706,1,1006,0
Precinct,109 - Windsor (CD 3),358,418,1,777,0
Precinct,110 - Greenwood (CD 3),370,787,1,1158,0
Precinct,201 - Bland (CD 3),76,131,0,207,0
Precinct,202 - Boulevard (CD 3),658,448,3,1109,0
Precinct,203 - Charles (CD 3),989,765,2,1756,0
Precinct,204 - Mariners' Museum (CD 3),296,265,0,561,0
Precinct,205 - Deep Creek (CD 3),994,512,2,1508,0
Precinct,208 - Hidenwood (CD 3),535,317,1,853,0
Precinct,209 - Hilton (CD 3),600,526,1,1127,0
Precinct,210 - Knollwood Meadows (CD 3),979,831,3,1813,0
Precinct,211 - Palmer (CD 2),29,58,0,87,0
Precinct,211 - Palmer (CD 3),443,528,0,971,0
Precinct,212 - Riverside (CD 3),489,320,0,809,0
Precinct,213 - Sanford (CD 3),408,244,1,653,0
Precinct,215 - Warwick (CD 3),313,299,0,612,0
Precinct,216 - Yates (CD 3),461,302,0,763,0
Precinct,217 - Riverview (CD 3),668,405,3,1076,0
Precinct,218 - Kiln Creek (CD 2),25,20,0,45,0
Precinct,218 - Kiln Creek (CD 3),781,786,3,1570,0
Precinct,219 - Deer Park (CD 3),355,631,2,988,0
Precinct,302 - Briarfield (CD 3),184,455,2,641,0
Precinct,303 - Carver (CD 3),143,326,0,469,0
Precinct,304 - Chestnut (CD 3),24,321,0,345,0
Precinct,305 - Downtown (CD 3),57,178,0,235,0
Precinct,306 - Dunbar (CD 3),3,66,0,69,0
Precinct,307 - Huntington (CD 3),19,234,0,253,0
Precinct,308 - Jefferson (CD 3),10,211,0,221,0
Precinct,309 - Magruder (CD 3),16,317,2,335,0
Precinct,310 - Marshall (CD 3),23,355,1,379,0
