,,Winsome Earle Sears,Hala Sophia Ayala,Write-Ins,Total Votes Cast,Undervotes
Precinct,103 - Scott's Tanyard (CD 9),911,152,2,1065,0
Precinct,201 - Fieldale (CD 9),234,83,0,317,0
Precinct,202 - Horsepasture #1 (CD 9),554,193,0,747,0
Precinct,203 - Horsepasture #2 (CD 9),140,244,2,386,0
Precinct,204 - Spencer (CD 9),628,156,0,784,0
Precinct,302 - Axton (CD 5),279,159,0,438,0
Precinct,303 - Irisburg (CD 5),470,206,1,677,0
Precinct,304 - Mount Olivet (CD 5),393,290,0,683,0
Precinct,304 - Mount Olivet (CD 9),0,0,0,0,0
Precinct,305 - Mountain Valley (CD 5),291,129,0,420,0
Precinct,401 - Collinsville Number 1 (CD 9),298,90,1,389,0
Precinct,402 - Daniels Creek (CD 9),288,114,0,402,0
Precinct,404 - Collinsville Number 2 (CD 9),518,180,1,699,0
Precinct,405 - Mountain View (CD 5),277,145,1,423,0
Precinct,501 - Bassett Number One (CD 9),252,113,1,366,0
Precinct,502 - Figsboro (CD 9),426,85,0,511,0
Precinct,503 - Stanleytown (CD 9),696,105,1,802,0
Precinct,504 - Oak Level (CD 9),245,63,0,308,0
Precinct,505 - Dyers Store (CD 5),40,8,0,48,0
Precinct,505 - Dyers Store (CD 9),213,67,0,280,0
Precinct,601 - Fontaine (CD 9),476,167,1,644,0
Precinct,602 - Hillcrest (CD 9),193,85,0,278,0
Precinct,603 - Ridgeway #1 (CD 5),657,161,0,818,0
Precinct,604 - Ridgeway #2 (CD 9),502,126,0,628,0
Precinct,Ab - Central Absentee Precinct (CD 5),69,225,0,294,0
Precinct,Ab - Central Absentee Precinct (CD 9),319,461,0,780,0
Precinct,Provisional (CD 5),3,4,0,7,0
Precinct,Provisional (CD 9),5,14,0,19,0
Locality,Highland County,953,339,0,1292,0
Precinct,##ev - Central Absentee Precinct,142,91,0,233,0
Precinct,##pe - Central Absentee Precinct,1,1,0,2,0
Precinct,1 - Monterey,233,67,0,300,0
Precinct,3 - Wilsons Mill,69,16,0,85,0
Precinct,5 - Blue Grass,126,44,0,170,0
Precinct,7 - Mill Gap,87,30,0,117,0
Precinct,8 - Mcdowell,206,45,0,251,0
Precinct,10 - Headwaters,68,11,0,79,0
Precinct,AB - Central Absentee Precinct,21,34,0,55,0
Precinct,Provisional,0,0,0,0,0
Locality,Hopewell City,3095,3130,12,6237,0
Precinct,##ev - Central Absentee Precinct,927,1031,1,1959,0
Precinct,##pe - Central Absentee Precinct,0,0,0,0,0
Precinct,101 - Ward One,266,174,2,442,0
Precinct,201 - Ward Two,82,262,0,344,0
Precinct,301 - Ward Three,532,205,0,737,0
Precinct,401 - Ward Four,451,376,7,834,0
Precinct,501 - Ward Five,383,211,0,594,0
Precinct,601 - Ward Six,101,313,1,415,0
Precinct,701 - Ward Seven,228,228,1,457,0
Precinct,Ab - Central Absentee Precinct,115,320,0,435,0
Precinct,Provisional,10,10,0,20,0
Locality,Isle of Wight County,12010,6532,21,18563,0
Precinct,##ev - Central Absentee Precinct,2676,1763,3,4442,0
Precinct,##pe - Central Absentee Precinct,27,29,0,56,0
Precinct,101 - Smithfield,1108,427,1,1536,0
Precinct,102 - Cypress Creek,861,376,5,1242,0
Precinct,201 - Bartlett,1230,517,4,1751,0
Precinct,202 - Carrollton,970,521,3,1494,0
Precinct,301 - Rushmere,601,407,1,1009,0
Precinct,302 - Pons,433,450,0,883,0
Precinct,401 - Courthouse,389,79,1,469,0
Precinct,402 - Windsor,683,199,0,882,0
Precinct,403 - Longview,665,368,1,1034,0
Precinct,501 - Walters,550,100,0,650,0
Precinct,502 - Camps Mill,156,108,0,264,0
Precinct,503 - Carrsville,335,122,0,457,0
Precinct,504 - Zuni,576,120,1,697,0
Precinct,505 - Raynor,331,56,0,387,0
Precinct,Ab - Central Absentee Precinct,414,871,0,1285,0
Precinct,Provisional,5,19,1,25,0
Locality,James City County,21231,18675,31,39937,0
Precinct,##ev - Central Absentee Precinct (CD 1),7547,7195,9,14751,0
Precinct,##ev - Central Absentee Precinct (CD 2),1446,1736,1,3183,0
Precinct,##pe - Central Absentee Precinct (CD 1),14,58,1,73,0
Precinct,##pe - Central Absentee Precinct (CD 2),11,12,0,23,0
Precinct,101 - Berkeley A (CD 1),750,451,2,1203,0
Precinct,102 - Berkeley B (CD 1),554,353,1,908,0
Precinct,103 - Berkeley C (CD 1),877,444,1,1322,0
Precinct,104- Berkeley D (CD 2),260,219,0,479,0
Precinct,201 - Jamestown A (CD 2),215,171,0,386,0
Precinct,202 - Jamestown B (CD 1),431,468,0,899,0
Precinct,202 - Jamestown B (CD 2),0,0,0,0,0
Precinct,203 - Jamestown C (CD 1),499,323,0,822,0
Precinct,204 - Jamestown D (CD 1),534,276,0,810,0
Precinct,301 - Powhatan A (CD 1),623,299,1,923,0
Precinct,302 - Powhatan B (CD 1),237,204,1,442,0
Precinct,303 - Powhatan C (CD 1),532,153,0,685,0
Precinct,304 - Powhatan D (CD 1),509,479,2,990,0
Precinct,401 - Stonehouse A (CD 1),1125,615,2,1742,0
Precinct,402 - Stonehouse B (CD 1),1018,608,1,1627,0
Precinct,403 - Stonehouse C (CD 1),1032,435,2,1469,0
Precinct,501 - Roberts A (CD 2),237,400,1,638,0
Precinct,502 - Roberts B (CD 2),917,354,0,1271,0
Precinct,503 - Roberts C (CD 2),96,156,1,253,0
Precinct,504 - Roberts D (CD 1),0,0,0,0,0
Precinct,504 - Roberts D (CD 2),705,523,1,1229,0
Precinct,AB - Central Absentee Precinct (CD 2),224,589,0,813,0
Precinct,Ab - Central Absentee Precinct (CD 1),810,2111,4,2925,0
Precinct,Provisional (CD 1),17,29,0,46,0
Precinct,Provisional (CD 2),11,14,0,25,0
Locality,King and Queen County,2089,1145,5,3239,0
Precinct,##ev - Central Absentee Precinct,351,224,1,576,0
Precinct,##pe - Central Absentee Precinct,4,7,0,11,0
Precinct,101 - Owenton,274,235,0,509,0
Precinct,201 - Clarks,388,133,0,521,0
Precinct,301 - Shacklefords,328,171,3,502,0
Precinct,401 - Courthouse,306,161,1,468,0
Precinct,501 - Oldmill,366,81,0,447,0
Precinct,Ab - Central Absentee Precinct,71,131,0,202,0
Precinct,Provisional,1,2,0,3,0
Locality,King George County,7286,3362,10,10658,0
Precinct,##ev - Central Absentee Precinct,2576,1366,3,3945,0
Precinct,##pe - Central Absentee Precinct,7,3,0,10,0
Precinct,101 - Courthouse,920,287,2,1209,0
Precinct,102 - Passapatanzy,539,196,0,735,0
Precinct,201 - Monroe,1095,275,2,1372,0
Precinct,301 - Dahlgren,886,418,2,1306,0
Precinct,401 - Shiloh,1056,345,0,1401,0
Precinct,Ab - Central Absentee Precinct,201,465,1,667,0
Precinct,Provisional,6,7,0,13,0
Locality,King William County,6240,2291,3,8534,0
Precinct,##ev - Central Absentee Precinct,1135,619,1,1755,0
Precinct,##pe - Central Absentee Precinct,4,3,0,7,0
Precinct,101 - West Point,861,371,0,1232,0
Precinct,201 - Sweet Hall,409,94,0,503,0
Precinct,202 - Courthouse,517,182,1,700,0
Precinct,301 - Aylett,1062,216,0,1278,0
Precinct,401 - Manquin,1113,281,1,1395,0
Precinct,501 - Mangohick,1003,304,0,1307,0
Precinct,Ab - Central Absentee Precinct,135,221,0,356,0
Precinct,Provisional,1,0,0,1,0
Locality,Lancaster County,3441,2399,7,5847,0
Precinct,##ev - Central Absentee Precinct,1002,868,5,1875,0
Precinct,##pe - Central Absentee Precinct,0,1,0,1,0
Precinct,101 - Precinct 1-1,477,172,1,650,0
Precinct,201 - Precinct 2-1,278,248,1,527,0
Precinct,301 - Precinct 3-1,434,183,0,617,0
Precinct,302 - Precinct 3-2,224,78,0,302,0
Precinct,401 - Precinct 4-1,272,326,0,598,0
Precinct,501 - Precinct 5-1,624,272,0,896,0
Precinct,Ab - Central Absentee Precinct,128,249,0,377,0
Precinct,Provisional,2,2,0,4,0
Locality,Lee County,6305,891,8,7204,0
Precinct,##ev - Central Absentee Precinct,769,170,2,941,0
Precinct,##pe - Central Absentee Precinct,3,1,0,4,0
Precinct,101 - Elydale,268,40,0,308,0
Precinct,102 - Ewing,262,34,0,296,0
Precinct,103 - Rose Hill,519,51,1,571,0
Precinct,201 - Blackwater,108,12,0,120,0
Precinct,202 - Flatwoods,416,44,0,460,0
Precinct,203 - Jonesville,598,64,0,662,0
Precinct,301 - Ben Hur,634,73,0,707,0
Precinct,302 - Woodway,463,37,1,501,0
Precinct,401 - Stickleyville,276,38,0,314,0
Precinct,402 - Jasper,216,22,0,238,0
Precinct,403 - Seminary,300,26,1,327,0
Precinct,404 - Dryden,481,57,1,539,0
Precinct,501 - Saint Charles,168,41,0,209,0
Precinct,502 - Pennington,496,51,1,548,0
Precinct,503 - Robbins Chapel,75,7,0,82,0
Precinct,504 - Keokee,101,18,0,119,0
Precinct,Ab - Central Absentee Precinct,152,105,1,258,0
Precinct,Provisional,0,0,0,0,0
Locality,Lexington City,755,1305,3,2063,0
Precinct,##ev - Central Absentee Precinct,265,606,0,871,0
Precinct,##pe - Central Absentee Precinct,1,5,0,6,0
Precinct,1 - Lexington,459,510,3,972,0
Precinct,Ab - Central Absentee Precinct,29,176,0,205,0
Precinct,Provisional,1,8,0,9,0
Locality,Loudoun County,71272,89636,196,161104,0
Precinct,##ev - Central Absentee Precinct,17162,23132,40,40334,0
Precinct,##pe - Central Absentee Precinct,587,1676,5,2268,0
Precinct,107 - Little River,525,575,1,1101,0
Precinct,108 - Mercer,472,555,1,1028,0
Precinct,112 - Freedom,343,437,1,781,0
Precinct,114 - Dulles South,398,460,1,859,0
Precinct,117 - Carter,172,299,0,471,0
Precinct,118 - Moorefield,472,688,0,1160,0
Precinct,119 - Arcola,357,586,0,943,0
Precinct,120 - Lunsford,511,632,2,1145,0
Precinct,121 - Town Hall,344,405,0,749,0
Precinct,122 - Hutchison Farm,529,570,1,1100,0
Precinct,123 - Cardinal Ridge,331,379,3,713,0
Precinct,124 - Liberty,324,456,0,780,0
Precinct,125 - Rock Ridge,400,532,1,933,0
Precinct,126-Goshen Post,491,569,4,1064,0
Precinct,207 - River Bend,390,401,1,792,0
Precinct,208 - Algonkian,401,478,2,881,0
Precinct,209 - Potomac Falls,467,628,1,1096,0
Precinct,210 - Cascades,542,704,0,1246,0
Precinct,213 - Countryside,182,251,1,434,0
Precinct,214 - Sugarland North,576,684,2,1262,0
Precinct,215 - Sugarland South,523,661,0,1184,0
Precinct,216 - Lowes Island,567,591,3,1161,0
Precinct,217 - South Bank,557,621,1,1179,0
Precinct,218 - University Center,349,516,0,865,0
Precinct,219 - Galilee Church,437,537,1,975,0
Precinct,301 - Purcellville,770,522,0,1292,0
Precinct,302 - Round Hill,942,482,1,1425,0
Precinct,303 - Hillsboro,792,399,0,1191,0
Precinct,305 - Philomont,412,267,0,679,0
Precinct,307 - Middleburg,329,348,1,678,0
Precinct,308 - St Louis,343,321,1,665,0
Precinct,309 - Aldie,277,225,0,502,0
Precinct,310 - Mountain View,938,576,0,1514,0
Precinct,311 - Round Hill Elementary,984,545,3,1532,0
Precinct,312 - Briar Woods,490,746,2,1238,0
Precinct,313 - Pinebrook,692,697,2,1391,0
Precinct,314 - Legacy,518,691,1,1210,0
Precinct,315 - Firehouse,319,168,0,487,0
Precinct,316 - Creighton's Corner,609,820,1,1430,0
Precinct,318 - Madison's Trust,843,586,1,1430,0
Precinct,319 - John Champe,904,974,1,1879,0
Precinct,320 - Stone Hill,618,1105,1,1724,0
Precinct,321 - Brambleton Middle,324,460,0,784,0
Precinct,322-Buffalo Trail,380,512,0,892,0
Precinct,401 - West Lovettsville,1196,634,2,1832,0
Precinct,402 - Waterford,894,546,0,1440,0
Precinct,403 - Lucketts,889,598,1,1488,0
Precinct,407 - Harper Park,352,408,1,761,0
Precinct,408 - Evergreen,730,598,0,1328,0
Precinct,409 - Clarkes Gap,804,446,4,1254,0
Precinct,411 - East Lovettsville,767,371,3,1141,0
Precinct,413 - Tuscarora,33,35,0,68,0
Precinct,414 - Red Rock,327,427,3,757,0
Precinct,416 - Hamilton,1030,627,3,1660,0
Precinct,420 - River Creek,568,321,2,891,0
Precinct,421 - Between The Hills,137,71,0,208,0
Precinct,422 - Sycolin Creek,574,319,0,893,0
Precinct,501 - West Leesburg,490,499,1,990,0
Precinct,502 - East Leesburg,401,622,4,1027,0
Precinct,503 - Dry Mill,321,298,1,620,0
Precinct,504 - Smarts Mill,531,614,4,1149,0
Precinct,505 - Cool Spring,641,571,0,1212,0
Precinct,506 - Brandon Park,279,333,4,616,0
Precinct,507 - Greenway,290,223,3,516,0
Precinct,508 - Balls Bluff,606,679,2,1287,0
Precinct,509 - Tolbert,584,843,1,1428,0
Precinct,510 - Heritage,358,302,1,661,0
Precinct,615 - Hillside,528,639,1,1168,0
Precinct,616 - Eagle Ridge,539,671,2,1212,0
Precinct,617 - Oak Grove,148,321,0,469,0
Precinct,619 - Ridgetop,162,334,1,497,0
Precinct,620 - Russell Branch,606,736,1,1343,0
Precinct,621 - Dominion Trail,640,792,3,1435,0
Precinct,622 - Farmwell Station,580,848,3,1431,0
Precinct,623 - Weller,686,883,1,1570,0
Precinct,625 - Mill Run,268,279,1,548,0
Precinct,626 - Ashby Ponds,440,651,0,1091,0
Precinct,627 - Ashbrook,145,255,1,401,0
Precinct,628 - Moorefield Station,575,802,0,1377,0
Precinct,629 - Discovery,138,178,0,316,0
Precinct,701 - Sully,404,488,5,897,0
Precinct,702 - Park View,379,447,3,829,0
Precinct,703 - Rolling Ridge,340,673,2,1015,0
Precinct,705 - Forest Grove,497,662,1,1160,0
Precinct,707 - Claude Moore Park,306,493,2,801,0
Precinct,708 - Seneca,454,498,1,953,0
Precinct,709 - Mirror Ridge,410,561,2,973,0
Precinct,710 - Sterling,325,376,2,703,0
Precinct,808 - Stone Bridge,683,776,3,1462,0
Precinct,810 - Cedar Lane,510,625,2,1137,0
Precinct,813 - Seldens Landing,383,525,2,910,0
Precinct,814 - Newton - Lee,729,598,2,1329,0
Precinct,815 - Belmont Ridge,502,624,2,1128,0
Precinct,817 - Sanders Corner,720,727,2,1449,0
Precinct,818 - Broad Run,461,500,2,963,0
Precinct,819 - Heritage Church,432,464,0,896,0
Precinct,820 - Belmont Station,464,564,2,1030,0
Precinct,822 - Riverside,373,459,1,833,0
Precinct,Ab - Central Absentee Precinct,4644,13105,18,17767,0
Precinct,Provisional,106,230,1,337,0
Locality,Louisa County,11598,5932,20,17550,0
Precinct,##ev - Central Absentee Precinct,2294,1732,3,4029,0
Precinct,##pe - Central Absentee Precinct,21,32,1,54,0
Precinct,101 - Zion,940,507,2,1449,0
Precinct,102 - Mechanicsville,516,206,1,723,0
Precinct,201 - Louisa #1,534,222,0,756,0
Precinct,202 - Louisa #2,554,171,2,727,0
Precinct,301 - Patrick Henry No 1,731,504,0,1235,0
Precinct,302 - Patrick Henry #2,254,115,1,370,0
Precinct,401 - Mineral,1001,298,0,1299,0
Precinct,402 - Yanceyville,263,109,0,372,0
Precinct,501 - Fredericks Hall,245,147,1,393,0
Precinct,502 - Cuckoo,508,157,1,666,0
Precinct,503 - Elk Creek,492,129,1,622,0
Precinct,601 - Bumpass,700,148,2,850,0
Precinct,602 - Locust Creek,818,203,0,1021,0
Precinct,701 - Sheltons Mill,870,209,1,1080,0
Precinct,702 - South Anna,505,184,0,689,0
Precinct,Ab - Central Absentee Precinct,345,853,4,1202,0
Precinct,Provisional,7,6,0,13,0
Locality,Lunenburg County,2984,1584,7,4575,0
Precinct,##ev - Central Absentee Precinct,651,484,3,1138,0
Precinct,##pe - Central Absentee Precinct,2,1,0,3,0
Precinct,101 - Plymouth,271,46,1,318,0
Precinct,201 - Browns Store,275,91,1,367,0
Precinct,301 - Rosebud,253,51,0,304,0
Precinct,302 - Flat Rock,244,84,1,329,0
Precinct,401 - Arrowhead Gun Club,172,31,0,203,0
Precinct,402 - Pleasant Grove,285,71,0,356,0
Precinct,501 - Reedy Creek,109,63,0,172,0
Precinct,502 - Peoples Community Center,109,101,0,210,0
Precinct,601 - Hounds Creek,208,197,0,405,0
Precinct,701 - Meherrin Fire Department,142,73,1,216,0
Precinct,702 - Victoria Public Library,190,64,0,254,0
Precinct,Ab - Central Absentee Precinct,73,226,0,299,0
Precinct,Provisional,0,1,0,1,0
Locality,Lynchburg City,13658,11053,29,24740,0
Precinct,##ev - Central Absentee Precinct,2120,2950,3,5073,0
Precinct,##pe - Central Absentee Precinct,31,66,0,97,0
Precinct,101 - First Ward First Precinct,951,531,1,1483,0
Precinct,102 - First Ward Second Precinct,1186,491,2,1679,0
Precinct,103 - First Ward Third Precinct,739,374,0,1113,0
Precinct,104 - First Ward Fourth Precinct,213,212,1,426,0
Precinct,105 - First Ward Fifth Precinct,422,325,0,747,0
Precinct,201 - Second Ward First Precinct,369,647,1,1017,0
Precinct,202 - Second Ward Second Precinct,306,517,1,824,0
Precinct,203 - Second Ward Third Precinct,126,197,1,324,0
Precinct,204 - Second Ward Fourth Precinct,208,148,0,356,0
Precinct,301 - Third Ward First Precinct,298,251,1,550,0
Precinct,302 - Third Ward Second Precinct,513,14,0,527,0
Precinct,303 - Third Ward Third Precinct,435,196,1,632,0
Precinct,304 - Third Ward Fourth Precinct,456,207,0,663,0
Precinct,305 - Third Ward Fifth Precinct,1055,323,2,1380,0
Precinct,401 - Fourth Ward First Precinct,1386,378,0,1764,0
Precinct,402 - Fourth Ward Second Precinct,454,235,1,690,0
Precinct,403 - Fourth Ward Third Precinct,823,415,1,1239,0
Precinct,404 - Fourth Ward Fourth Precinct,811,479,0,1290,0
Precinct,Ab - Central Absentee Precinct,741,2068,13,2822,0
Precinct,Provisional,15,29,0,44,0
Locality,Madison County,4686,1990,3,6679,0
Precinct,##ev - Central Absentee Precinct,1056,648,1,1705,0
Precinct,##pe - Central Absentee Precinct,6,9,0,15,0
Precinct,1 - Oak Park,372,177,1,550,0
Precinct,2 - Radiant,579,237,0,816,0
Precinct,3 - Rochelle,340,97,0,437,0
Precinct,4 - Graves Mill,41,15,0,56,0
Precinct,5 - Madison,579,194,0,773,0
Precinct,6 - Wolftown,381,131,0,512,0
Precinct,7 - Brightwood,734,151,0,885,0
Precinct,8 - Criglersville,316,84,1,401,0
Precinct,9 - Etlan,198,73,0,271,0
Precinct,Ab - Central Absentee Precinct,83,172,0,255,0
Precinct,Provisional,1,2,0,3,0
Locality,Manassas City,4990,6238,23,11251,0
Precinct,##ev - Central Absentee Precinct,1586,2141,7,3734,0
Precinct,##pe - Central Absentee Precinct,15,29,0,44,0
Precinct,1 - Dean,361,549,3,913,0
Precinct,2 - Weems,546,580,0,1126,0
Precinct,3 - Metz,634,574,1,1209,0
Precinct,4 - Haydon,570,537,5,1112,0
Precinct,5 - Baldwin,475,472,2,949,0
Precinct,6 - Round,552,422,2,976,0
Precinct,Ab - Central Absentee Precinct,250,921,2,1173,0
Precinct,Provisional,1,13,1,15,0
Locality,Manassas Park City,1368,2209,4,3581,0
Precinct,##ev - Central Absentee Precinct,356,601,0,957,0
Precinct,##pe - Central Absentee Precinct,4,5,0,9,0
Precinct,1 - Precinct One,324,540,0,864,0
Precinct,2 - Precinct Two,296,296,3,595,0
Precinct,3 - Precinct Three,289,425,0,714,0
Precinct,Ab - Central Absentee Precinct,94,341,1,436,0
Precinct,Provisional,5,1,0,6,0
Locality,Martinsville City,1662,2244,4,3910,0
Precinct,##ev - Central Absentee Precinct,360,430,1,791,0
Precinct,##pe - Central Absentee Precinct,1,9,0,10,0
Precinct,1 - Precinct #1,14,239,0,253,0
Precinct,2 - Precinct #2,290,279,1,570,0
Precinct,3 - Precinct #3,125,167,1,293,0
Precinct,4 - Precinct #4,223,352,0,575,0
Precinct,5 - Precinct #5,570,314,1,885,0
Precinct,6 - Precinct #6,6,137,0,143,0
Precinct,Ab - Central Absentee Precinct,72,309,0,381,0
Precinct,Provisional,1,8,0,9,0
Locality,Mathews County,3504,1348,6,4858,0
Precinct,##ev - Central Absentee Precinct,1508,742,2,2252,0
Precinct,##pe - Central Absentee Precinct,1,4,0,5,0
Precinct,1 - Chesapeake,455,114,0,569,0
Precinct,2 - Westville,687,187,0,874,0
Precinct,3 - Piankatank,746,186,1,933,0
Precinct,Ab - Central Absentee Precinct,104,115,3,222,0
Precinct,Provisional,3,0,0,3,0
Locality,Mecklenburg County,7902,4064,10,11976,0
Precinct,##ev - Central Absentee Precinct,1768,870,4,2642,0
Precinct,##pe - Central Absentee Precinct,4,17,0,21,0
Precinct,101 - Wrights Store,220,152,0,372,0
Precinct,102 - Pearsons Store,123,27,0,150,0
Precinct,103 - South Clarksville,306,204,0,510,0
Precinct,201 - Boydton,159,104,0,263,0
Precinct,202 - Bluestone Senior High School,52,64,0,116,0
Precinct,203 - Chase City Vfw Post,48,137,0,185,0
Precinct,301 - Bracey,582,140,0,722,0
Precinct,302 - Lacrosse,302,131,1,434,0
Precinct,401 - American Legion Hall,306,413,0,719,0
Precinct,402 - Park View Middle School,70,75,0,145,0
Precinct,501 - South Hill,576,291,0,867,0
Precinct,601 - Baskerville,274,88,2,364,0
Precinct,602 - Union Level,221,27,0,248,0
Precinct,603 - Smith Crossroads,144,53,0,197,0
Precinct,604 - Lake Gaston,193,60,0,253,0
Precinct,701 - Chase City,284,138,1,423,0
Precinct,702 - Sunshine,278,108,0,386,0
Precinct,801 - Finchley,109,42,0,151,0
Precinct,802 - Bluestone,333,72,0,405,0
Precinct,803 - Chase City Elementary School,250,87,0,337,0
Precinct,901 - Averett,143,13,0,156,0
Precinct,902 - Buffalo Springs,225,55,0,280,0
Precinct,903 - Clarksville,658,195,0,853,0
Precinct,Ab - Central Absentee Precinct,271,493,2,766,0
Precinct,Provisional,3,8,0,11,0
Locality,Middlesex County,3698,1882,2,5582,0
Precinct,##ev - Central Absentee Precinct,877,611,0,1488,0
Precinct,##pe - Central Absentee Precinct,1,5,0,6,0
Precinct,101 - Saluda,154,63,1,218,0
Precinct,102 - Urbanna,340,144,0,484,0
Precinct,201 - New Market,736,215,1,952,0
Precinct,302 - Church View,445,239,0,684,0
Precinct,401- Harmony Village,419,199,0,618,0
Precinct,501 - Wilton,636,200,0,836,0
Precinct,Ab - Central Absentee Precinct,88,204,0,292,0
Precinct,Provisional,2,2,0,4,0
Locality,Montgomery County,16867,15613,44,32524,0
Precinct,##ev - Central Absentee Precinct,3751,4834,10,8595,0
Precinct,##pe - Central Absentee Precinct,20,87,2,109,0
Precinct,101 - Precinct A-1,628,544,3,1175,0
Precinct,102 - Precinct A-2,203,485,2,690,0
Precinct,103 - Precinct A-3,458,729,2,1189,0
Precinct,201 - Precinct B-1,105,63,0,168,0
Precinct,202 - Precinct B-2,748,445,3,1196,0
Precinct,203 - Precinct B-3,609,362,0,971,0
Precinct,204 - Precinct B-4,918,650,1,1569,0
Precinct,301 - Precinct C-1,957,221,0,1178,0
Precinct,302 - Precinct C-2,724,299,1,1024,0
Precinct,303 - Precinct C-3,396,117,0,513,0
Precinct,304 - Precinct C-4,746,315,2,1063,0
Precinct,401 - Precinct D-1,479,193,0,672,0
Precinct,402 - Precinct D-2,979,201,0,1180,0
Precinct,403 - Precinct D-3,786,170,1,957,0
Precinct,404 - Precinct D-4,495,102,1,598,0
Precinct,405 - Precinct D-5,739,350,1,1090,0
Precinct,501 - Precinct E-1,591,400,3,994,0
Precinct,502 - Precinct E-2,606,271,1,878,0
Precinct,503 - Precinct E-3,59,192,0,251,0
Precinct,601 - Precinct F-1,332,586,0,918,0
Precinct,602 - Precinct F-2,293,603,5,901,0
Precinct,603 - Precinct F-3,53,44,0,97,0
Precinct,701 - Precinct G-1,433,746,0,1179,0
Precinct,702 - Precinct G-2,158,377,2,537,0
Precinct,Ab - Central Absentee Precinct,591,2189,3,2783,0
Precinct,Provisional,10,38,1,49,0
Locality,Nelson County,4211,3416,14,7641,0
Precinct,##ev - Central Absentee Precinct,733,1115,2,1850,0
Precinct,##pe - Central Absentee Precinct,7,15,0,22,0
Precinct,101 - Rockfish,673,523,3,1199,0
Precinct,201 - Lovingston,380,159,0,539,0
Precinct,202 - Schuyler,262,131,1,394,0
Precinct,301 - Shipman,487,179,2,668,0
Precinct,302 - Gladstone,124,34,1,159,0
Precinct,401 - Roseland,638,194,1,833,0
Precinct,402 - Montebello,80,35,1,116,0
Precinct,501 - Faber,216,148,1,365,0
Precinct,502 - Nellysford,484,471,1,956,0
Precinct,Ab - Central Absentee Precinct,127,408,1,536,0
Precinct,Provisional,0,4,0,4,0
Locality,New Kent County,8544,3484,8,12036,0
Precinct,##ev - Central Absentee Precinct,1487,801,0,2288,0
Precinct,##pe - Central Absentee Precinct,8,7,0,15,0
Precinct,102 - Tunstall,398,64,0,462,0
Precinct,103 - Southern Branch,1110,234,1,1345,0
Precinct,201 - Quinton,861,363,2,1226,0
Precinct,202 - Kentwood,692,168,0,860,0
Precinct,301 - Watkins,565,315,0,880,0
Precinct,302 - Cumberland,717,235,0,952,0
Precinct,401 - Providence Forge,824,349,3,1176,0
Precinct,403 - Mountcastle,367,122,0,489,0
Precinct,501 - Eltham,476,165,0,641,0
Precinct,502 - Chickahominy River,789,163,0,952,0
Precinct,Ab - Central Absentee Precinct,232,489,2,723,0
Precinct,Provisional,18,9,0,27,0
Locality,Newport News City,21473,32381,72,53926,0
Precinct,##ev - Central Absentee Precinct (CD 2),23,55,0,78,0
Precinct,##ev - Central Absentee Precinct (CD 3),3488,7386,6,10880,0
Precinct,##pe - Central Absentee Precinct (CD 2),0,0,0,0,0
Precinct,##pe - Central Absentee Precinct (CD 3),25,124,0,149,0
Precinct,101 - Denbigh (CD 3),443,807,2,1252,0
Precinct,102 - Stoney Run (CD 3),340,913,3,1256,0
Precinct,103 - Jenkins (CD 3),588,642,4,1234,0
Precinct,104 - Mcintosh (CD 3),304,595,1,900,0
Precinct,105 - Oyster Point (CD 3),136,161,0,297,0
Precinct,106 - Reservoir (CD 3),568,794,2,1364,0
Precinct,107 - Richneck (CD 3),645,750,0,1395,0
Precinct,108 - Katherine Johnson (CD 3),312,693,2,1007,0
Precinct,109 - Windsor (CD 3),361,412,1,774,0
Precinct,110 - Greenwood (CD 3),380,777,1,1158,0
Precinct,201 - Bland (CD 3),81,125,0,206,0
Precinct,202 - Boulevard (CD 3),660,442,4,1106,0
Precinct,203 - Charles (CD 3),997,758,3,1758,0
Precinct,204 - Mariners' Museum (CD 3),296,264,2,562,0
Precinct,205 - Deep Creek (CD 3),1003,500,3,1506,0
Precinct,208 - Hidenwood (CD 3),541,318,0,859,0
Precinct,209 - Hilton (CD 3),604,524,0,1128,0
Precinct,210 - Knollwood Meadows (CD 3),998,816,2,1816,0
Precinct,211 - Palmer (CD 2),30,57,0,87,0
Precinct,211 - Palmer (CD 3),446,525,0,971,0
Precinct,212 - Riverside (CD 3),499,304,1,804,0
Precinct,213 - Sanford (CD 3),421,232,0,653,0
Precinct,215 - Warwick (CD 3),318,292,1,611,0
Precinct,216 - Yates (CD 3),457,301,1,759,0
Precinct,217 - Riverview (CD 3),660,405,3,1068,0
Precinct,218 - Kiln Creek (CD 2),24,21,0,45,0
Precinct,218 - Kiln Creek (CD 3),789,780,2,1571,0
Precinct,219 - Deer Park (CD 3),363,623,1,987,0
Precinct,302 - Briarfield (CD 3),194,443,1,638,0
Precinct,303 - Carver (CD 3),144,325,1,470,0
Precinct,304 - Chestnut (CD 3),29,317,0,346,0
Precinct,305 - Downtown (CD 3),58,175,1,234,0
Precinct,306 - Dunbar (CD 3),4,67,0,71,0
Precinct,307 - Huntington (CD 3),24,229,0,253,0
Precinct,308 - Jefferson (CD 3),11,211,0,222,0
Precinct,309 - Magruder (CD 3),21,313,1,335,0
Precinct,310 - Marshall (CD 3),30,350,3,383,0
