,,Justin Edward Fairfax,Jill Holtzman Vogel,Write-Ins,Total Votes Cast,Undervotes
Precinct,305 - Philomont,256,376,0,632,0
Precinct,307 - Middleburg,356,297,0,653,0
Precinct,308 - St Louis,331,336,1,668,0
Precinct,309 - Aldie,250,264,0,514,0
Precinct,310 - Mountain View,628,840,1,1469,0
Precinct,311 - Round Hill Elementary,490,755,2,1247,0
Precinct,312 - Briar Woods,840,409,0,1249,0
Precinct,313 - Pinebrook,1088,620,0,1708,0
Precinct,314 - Legacy,754,429,0,1183,0
Precinct,315 - Firehouse,183,280,0,463,0
Precinct,316 - Creighton's Corner,783,425,0,1208,0
Precinct,318 - Madison's Trust,516,660,0,1176,0
Precinct,319 - John Champe,758,522,0,1280,0
Precinct,320 - Stone Hill,864,310,1,1175,0
Precinct,321 - Brambleton Middle,526,230,0,756,0
Precinct,401 - West Lovettsville,718,858,1,1577,0
Precinct,402 - Waterford,577,785,0,1362,0
Precinct,403 - Lucketts,726,820,0,1546,0
Precinct,407 - Harper Park,451,376,0,827,0
Precinct,408 - Evergreen,585,410,1,996,0
Precinct,409 - Clarkes Gap,567,883,0,1450,0
Precinct,411 - East Lovettsville,484,681,1,1166,0
Precinct,413 - Tuscarora,35,39,0,74,0
Precinct,414 - Red Rock,434,288,0,722,0
Precinct,416 - Hamilton,836,1002,2,1840,0
Precinct,420 - River Creek,583,701,0,1284,0
Precinct,421 - Between The Hills,74,97,0,171,0
Precinct,422 - Sycolin Creek,560,750,1,1311,0
Precinct,501 - West Leesburg,806,584,3,1393,0
Precinct,502 - East Leesburg,835,404,0,1239,0
Precinct,503 - Dry Mill,418,321,0,739,0
Precinct,504 - Smarts Mill,847,610,4,1461,0
Precinct,505 - Cool Spring,769,710,3,1482,0
Precinct,506 - Brandon Park,463,259,0,722,0
Precinct,507 - Greenway,429,333,0,762,0
Precinct,508 - Balls Bluff,769,570,0,1339,0
Precinct,509 - Tolbert,903,448,1,1352,0
Precinct,510 - Heritage,415,438,0,853,0
Precinct,615 - Hillside,760,561,1,1322,0
Precinct,616 - Eagle Ridge,840,528,1,1369,0
Precinct,617 - Oak Grove,429,106,0,535,0
Precinct,619 - Ridgetop,383,130,1,514,0
Precinct,620 - Russell Branch,944,666,1,1611,0
Precinct,621 - Dominion Trail,1007,585,1,1593,0
Precinct,622 - Farmwell Station,993,528,2,1523,0
Precinct,623 - Weller,760,527,0,1287,0
Precinct,625 - Mill Run,332,273,0,605,0
Precinct,626 - Ashby Ponds,418,401,0,819,0
Precinct,627 - Ashbrook,741,293,3,1037,0
Precinct,628 - Moorefield Station,802,338,1,1141,0
Precinct,629 - Discovery,194,124,0,318,0
Precinct,701 - Sully,723,401,0,1124,0
Precinct,702 - Park View,649,366,2,1017,0
Precinct,703 - Rolling Ridge,912,303,0,1215,0
Precinct,705 - Forest Grove,836,543,1,1380,0
Precinct,707 - Claude Moore Park,664,238,0,902,0
Precinct,708 - Seneca,696,432,2,1130,0
Precinct,709 - Mirror Ridge,814,356,0,1170,0
Precinct,710 - Sterling,562,316,1,879,0
Precinct,808 - Stone Bridge,959,685,1,1645,0
Precinct,810 - Cedar Lane,835,521,0,1356,0
Precinct,813 - Seldens Landing,593,313,0,906,0
Precinct,814 - Newton - Lee,700,735,0,1435,0
Precinct,815 - Belmont Ridge,858,619,2,1479,0
Precinct,817 - Sanders Corner,916,746,1,1663,0
Precinct,818 - Broad Run,670,448,1,1119,0
Precinct,819 - Heritage Church,607,462,1,1070,0
Precinct,820 - Belmont Station,708,474,1,1183,0
Precinct,822 - Riverside,528,368,0,896,0
Precinct,Ab - Central Absentee Precinct,5547,4020,15,9582,0
Precinct,Provisional,68,49,0,117,0
Locality,Louisa County,4336,7373,10,11719,0
Precinct,101 - Zion,561,782,0,1343,0
Precinct,102 - Mechanicsville,253,390,1,644,0
Precinct,201 - Louisa #1,234,459,1,694,0
Precinct,202 - Louisa #2,260,405,0,665,0
Precinct,301 - Patrick Henry No 1,688,589,1,1278,0
Precinct,302 - Patrick Henry #2,140,187,1,328,0
Precinct,401 - Mineral,360,791,2,1153,0
Precinct,402 - Yanceyville,165,207,0,372,0
Precinct,501 - Fredericks Hall,185,200,0,385,0
Precinct,502 - Cuckoo,163,382,1,546,0
Precinct,503 - Elk Creek,119,370,1,490,0
Precinct,601 - Bumpass,138,497,0,635,0
Precinct,602 - Locust Creek,223,581,1,805,0
Precinct,701 - Sheltons Mill,276,618,0,894,0
Precinct,702 - South Anna,220,444,1,665,0
Precinct,Ab - Central Absentee Precinct,349,469,0,818,0
Precinct,Provisional,2,2,0,4,0
Locality,Lunenburg County,1429,2191,2,3622,0
Precinct,101 - Plymouth,89,290,0,379,0
Precinct,201 - Browns Store,129,288,0,417,0
Precinct,301 - Rosebud,50,228,1,279,0
Precinct,302 - Flat Rock,93,167,0,260,0
Precinct,401 - Arrowhead Gun Club,34,164,0,198,0
Precinct,402 - Pleasant Grove,88,243,0,331,0
Precinct,501 - Reedy Creek,126,123,0,249,0
Precinct,502 - Peoples Community Center,202,102,0,304,0
Precinct,601 - Hounds Creek,287,198,0,485,0
Precinct,701 - Meherrin Fire Department,85,119,1,205,0
Precinct,702 - Victoria Public Library,90,171,0,261,0
Precinct,Ab - Central Absentee Precinct,156,98,0,254,0
Precinct,Provisional,0,0,0,0,0
Locality,Lynchburg City,9384,11640,25,21049,0
Precinct,101 - First Ward First Precinct,776,916,2,1694,0
Precinct,102 - First Ward Second Precinct,788,1197,0,1985,0
Precinct,103 - First Ward Third Precinct,633,823,1,1457,0
Precinct,104 - First Ward Fourth Precinct,338,236,0,574,0
Precinct,105 - First Ward Fifth Precinct,484,418,0,902,0
Precinct,201 - Second Ward First Precinct,1037,310,2,1349,0
Precinct,202 - Second Ward Second Precinct,886,197,5,1088,0
Precinct,203 - Second Ward Third Precinct,312,91,0,403,0
Precinct,204 - Second Ward Fourth Precinct,169,161,0,330,0
Precinct,301 - Third Ward First Precinct,322,271,1,594,0
Precinct,302 - Third Ward Second Precinct,59,1231,1,1291,0
Precinct,303 - Third Ward Third Precinct,277,423,4,704,0
Precinct,304 - Third Ward Fourth Precinct,257,456,1,714,0
Precinct,305 - Third Ward Fifth Precinct,442,991,1,1434,0
Precinct,401 - Fourth Ward First Precinct,587,1334,2,1923,0
Precinct,402 - Fourth Ward Second Precinct,319,443,1,763,0
Precinct,403 - Fourth Ward Third Precinct,545,829,2,1376,0
Precinct,404 - Fourth Ward Fourth Precinct,652,873,1,1526,0
Precinct,Ab - Central Absentee Precinct,500,440,1,941,0
Precinct,Provisional,1,0,0,1,0
Locality,Madison County,1739,3147,5,4891,0
Precinct,1 - Oak Park,245,285,1,531,0
Precinct,2 - Radiant,299,450,1,750,0
Precinct,3 - Rochelle,101,283,0,384,0
Precinct,4 - Graves Mill,12,39,0,51,0
Precinct,5 - Madison,317,513,1,831,0
Precinct,6 - Wolftown,181,300,1,482,0
Precinct,7 - Brightwood,206,640,0,846,0
Precinct,8 - Criglersville,165,282,0,447,0
Precinct,9 - Etlan,75,169,1,245,0
Precinct,Ab - Central Absentee Precinct,138,186,0,324,0
Precinct,Provisional,0,0,0,0,0
Locality,Manassas City,5211,4025,10,9246,0
Precinct,1 - Dean,733,365,1,1099,0
Precinct,2 - Weems,889,624,0,1513,0
Precinct,3 - Metz,891,674,2,1567,0
Precinct,4 - Haydon,751,659,2,1412,0
Precinct,5 - Baldwin,731,476,1,1208,0
Precinct,6 - Round,635,709,2,1346,0
Precinct,Ab - Central Absentee Precinct,577,516,2,1095,0
Precinct,Provisional,4,2,0,6,0
Locality,Manassas Park City,1940,1111,2,3053,0
Precinct,1 - Precinct One,670,310,0,980,0
Precinct,2 - Precinct Two,465,287,1,753,0
Precinct,3 - Precinct Three,552,349,1,902,0
Precinct,Ab - Central Absentee Precinct,249,165,0,414,0
Precinct,Provisional,4,0,0,4,0
Locality,Martinsville City,2119,1552,7,3678,0
Precinct,1 - Precinct #1,368,17,1,386,0
Precinct,2 - Precinct #2,407,314,2,723,0
Precinct,3 - Precinct #3,264,125,2,391,0
Precinct,4 - Precinct #4,412,239,0,651,0
Precinct,5 - Precinct #5,381,748,2,1131,0
Precinct,6 - Precinct #6,179,7,0,186,0
Precinct,Ab - Central Absentee Precinct,108,102,0,210,0
Precinct,Provisional,0,0,0,0,0
Locality,Mathews County,1291,2624,3,3918,0
Precinct,1 - Chesapeake,241,537,0,778,0
Precinct,2 - Westville,419,825,0,1244,0
Precinct,3 - Piankatank,440,935,3,1378,0
Precinct,Ab - Central Absentee Precinct,191,327,0,518,0
Precinct,Provisional,0,0,0,0,0
Locality,Mecklenburg County,3357,5158,0,8515,0
Precinct,101 - Wrights Store,138,156,0,294,0
Precinct,102 - Pearsons Store,32,90,0,122,0
Precinct,103 - South Clarksville,230,250,0,480,0
Precinct,201 - Boydton,139,154,0,293,0
Precinct,202 - Bluestone Senior High School,70,51,0,121,0
Precinct,203 - Chase City Vfw Post,158,49,0,207,0
Precinct,301 - Bracey,149,453,0,602,0
Precinct,302 - Lacrosse,155,202,0,357,0
Precinct,401 - American Legion Hall,460,244,0,704,0
Precinct,402 - Park View Middle School,78,49,0,127,0
Precinct,501 - South Hill,341,513,0,854,0
Precinct,601 - Baskerville,132,243,0,375,0
Precinct,602 - Union Level,34,164,0,198,0
Precinct,603 - Smith Crossroads,52,119,0,171,0
Precinct,604 - Lake Gaston,77,121,0,198,0
Precinct,701 - Chase City,136,249,0,385,0
Precinct,702 - Sunshine,132,220,0,352,0
Precinct,801 - Finchley,50,87,0,137,0
Precinct,802 - Bluestone,139,343,0,482,0
Precinct,803 - Chase City Elementary School,138,206,0,344,0
Precinct,901 - Averett,17,99,0,116,0
Precinct,902 - Buffalo Springs,43,185,0,228,0
Precinct,903 - Clarksville,229,608,0,837,0
Precinct,Ab - Central Absentee Precinct,226,301,0,527,0
Precinct,Provisional,2,2,0,4,0
Locality,Middlesex County,1534,2748,2,4284,0
Precinct,101 - Saluda,107,205,0,312,0
Precinct,102 - Urbanna,177,350,0,527,0
Precinct,201 - New Market,247,677,0,924,0
Precinct,302 - Church View,282,390,0,672,0
Precinct,401- Harmony Village,283,374,1,658,0
Precinct,501 - Wilton,314,579,0,893,0
Precinct,Ab - Central Absentee Precinct,120,172,1,293,0
Precinct,Provisional,4,1,0,5,0
Locality,Montgomery County,14402,13507,21,27930,0
Precinct,101 - Precinct A-1,819,675,2,1496,0
Precinct,102 - Precinct A-2,899,302,1,1202,0
Precinct,103 - Precinct A-3,1351,672,0,2023,0
Precinct,201 - Precinct B-1,73,89,1,163,0
Precinct,202 - Precinct B-2,700,791,1,1492,0
Precinct,203 - Precinct B-3,384,583,1,968,0
Precinct,204 - Precinct B-4,812,969,1,1782,0
Precinct,301 - Precinct C-1,277,724,1,1002,0
Precinct,302 - Precinct C-2,384,801,0,1185,0
Precinct,303 - Precinct C-3,115,302,0,417,0
Precinct,304 - Precinct C-4,384,693,1,1078,0
Precinct,401 - Precinct D-1,301,512,0,813,0
Precinct,402 - Precinct D-2,295,851,0,1146,0
Precinct,403 - Precinct D-3,224,590,0,814,0
Precinct,404 - Precinct D-4,136,388,0,524,0
Precinct,405 - Precinct D-5,466,762,0,1228,0
Precinct,501 - Precinct E-1,678,583,1,1262,0
Precinct,502 - Precinct E-2,355,558,0,913,0
Precinct,503 - Precinct E-3,582,249,1,832,0
Precinct,601 - Precinct F-1,1125,474,2,1601,0
Precinct,602 - Precinct F-2,973,393,1,1367,0
Precinct,603 - Precinct F-3,180,117,2,299,0
Precinct,701 - Precinct G-1,1285,638,1,1924,0
Precinct,702 - Precinct G-2,682,219,2,903,0
Precinct,Ab - Central Absentee Precinct,903,564,2,1469,0
Precinct,Provisional,19,8,0,27,0
Locality,Nelson County,2956,3157,4,6117,0
Precinct,101 - Rockfish,651,618,1,1270,0
Precinct,201 - Lovingston,290,349,0,639,0
Precinct,202 - Schuyler,189,189,0,378,0
Precinct,301 - Shipman,359,410,3,772,0
Precinct,302 - Gladstone,48,80,0,128,0
Precinct,401 - Roseland,352,555,0,907,0
Precinct,402 - Montebello,29,56,0,85,0
Precinct,501 - Faber,253,218,0,471,0
Precinct,502 - Nellysford,595,530,0,1125,0
Precinct,Ab - Central Absentee Precinct,188,149,0,337,0
Precinct,Provisional,2,3,0,5,0
Locality,New Kent County,2624,5902,2,8528,0
Precinct,102 - Tunstall,102,331,0,433,0
Precinct,103 - Southern Branch,279,875,0,1154,0
Precinct,201 - Quinton,402,800,1,1203,0
Precinct,202 - Kentwood,147,519,0,666,0
Precinct,301 - Watkins,313,430,0,743,0
Precinct,302 - Cumberland,283,592,0,875,0
Precinct,401 - Providence Forge,406,809,0,1215,0
Precinct,403 - Mountcastle,146,301,1,448,0
Precinct,501 - Eltham,217,374,0,591,0
Precinct,502 - Chickahominy River,198,618,0,816,0
Precinct,Ab - Central Absentee Precinct,128,245,0,373,0
Precinct,Provisional,3,8,0,11,0
Locality,Newport News City,29685,16923,42,46650,0
Precinct,101 - Denbigh (CD 3),1193,318,2,1513,0
Precinct,102 - Epes (CD 3),1097,256,0,1353,0
Precinct,103 - Jenkins (CD 3),914,527,3,1444,0
Precinct,104 - Mcintosh (CD 3),829,224,1,1054,0
Precinct,105 - Oyster Point (CD 3),220,149,1,370,0
Precinct,106 - Reservoir (CD 3),1251,510,3,1764,0
Precinct,107 - Richneck (CD 3),1108,580,1,1689,0
Precinct,108 - Lee Hall (CD 3),944,274,0,1218,0
Precinct,109 - Windsor (CD 3),546,294,0,840,0
Precinct,110 - Greenwood (CD 3),1028,295,3,1326,0
Precinct,201 - Bland (CD 3),187,66,0,253,0
Precinct,202 - Boulevard (CD 3),521,619,2,1142,0
Precinct,203 - Charles (CD 3),980,956,1,1937,0
Precinct,204 - Wellesley (CD 3),527,376,0,903,0
Precinct,205 - Deep Creek (CD 3),585,950,0,1535,0
Precinct,208 - Hidenwood (CD 3),392,581,0,973,0
Precinct,209 - Hilton (CD 3),682,580,0,1262,0
Precinct,210 - Nelson (CD 3),1020,987,0,2007,0
Precinct,211 - Palmer (CD 3),808,469,0,1277,0
Precinct,212 - Riverside (CD 3),359,518,2,879,0
Precinct,213 - Sanford (CD 3),232,375,1,608,0
Precinct,215 - Warwick (CD 3),391,328,1,720,0
Precinct,216 - Yates (CD 3),439,508,1,948,0
Precinct,217 - Riverview (CD 3),628,709,1,1338,0
Precinct,218 - Kiln Creek (CD 3),1248,892,2,2142,0
Precinct,219 - Deer Park (CD 3),1034,431,3,1468,0
Precinct,302 - Briarfield (CD 3),651,169,0,820,0
Precinct,303 - Carver (CD 3),451,144,0,595,0
Precinct,304 - Chestnut (CD 3),430,8,0,438,0
Precinct,305 - Downtown (CD 3),246,48,0,294,0
Precinct,306 - Dunbar (CD 3),112,6,0,118,0
Precinct,307 - Huntington (CD 3),336,6,2,344,0
Precinct,308 - Jefferson (CD 3),344,5,1,350,0
Precinct,309 - Magruder (CD 3),421,11,0,432,0
Precinct,310 - Marshall (CD 3),543,24,1,568,0
Precinct,311 - Newmarket (CD 3),944,258,0,1202,0
Precinct,312 - Newsome Park (CD 3),132,4,0,136,0
Precinct,313 - Reed (CD 3),787,25,0,812,0
Precinct,314 - River (CD 3),398,261,2,661,0
Precinct,315 - Sedgefield (CD 3),501,419,0,920,0
Precinct,316 - South Morrison (CD 3),709,340,2,1051,0
Precinct,317 - Washington (CD 3),236,7,1,244,0
Precinct,318 - Wilson (CD 3),507,67,1,575,0
Precinct,319 - Saunders (CD 3),818,681,1,1500,0
Precinct,320 - Watkins (CD 3),963,1002,2,1967,0
Precinct,Ab - Central Absentee Precinct (CD 3),983,657,1,1641,0
Precinct,Provisional (CD 3),10,9,0,19,0
Locality,Norfolk City,37851,15464,69,53384,0
Precinct,101 - Granby (CD 3),996,518,3,1517,0
Precinct,101 - Granby (CD 2),5,5,0,10,0
Precinct,102 - Ocean View School (CD 2),350,308,0,658,0
Precinct,103 - Northside (CD 2),504,452,0,956,0
Precinct,104 - Titustown (CD 3),58,5,0,63,0
Precinct,104 - Titustown (CD 2),440,55,0,495,0
Precinct,106 - Second Presbyterian (CD 2),807,553,1,1361,0
Precinct,201 - Larchmont School (CD 3),933,511,3,1447,0
Precinct,203 - Ghent Square (CD 3),453,221,0,674,0
Precinct,207 - Lambert's Point (CD 3),899,81,2,982,0
Precinct,208 - Larchmont Library (CD 3),576,500,0,1076,0
Precinct,210 - Maury (CD 3),920,323,2,1245,0
Precinct,211 - Chrysler Museum (CD 3),1075,558,3,1636,0
Precinct,212 - Park Place (CD 3),703,26,0,729,0
Precinct,213 - Taylor Elementary School (CD 3),1182,389,2,1573,0
Precinct,214 - Stuart (CD 3),1112,329,2,1443,0
Precinct,215 - Suburban Park (CD 2),626,437,0,1063,0
Precinct,217 - Wesley (CD 2),553,252,2,807,0
Precinct,218 - Willard (CD 3),1070,794,0,1864,0
Precinct,301 - Ballentine (CD 3),898,102,1,1001,0
Precinct,302 - Tanners Creek (CD 3),494,102,0,596,0
Precinct,303 - Broad Creek (CD 3),1249,45,4,1298,0
Precinct,304 - Coleman Place School (CD 3),467,107,1,575,0
Precinct,305 - Lafayette-winona (CD 3),792,146,0,938,0
Precinct,306 - Lindenwood (CD 3),623,66,3,692,0
Precinct,309 - Norview (CD 3),1354,306,2,1662,0
Precinct,310 - Rosemont (CD 3),1395,62,1,1458,0
Precinct,311 - Sherwood (CD 3),1144,471,4,1619,0
Precinct,313 - Union Chapel (CD 3),477,18,0,495,0
Precinct,402 - Berkley (CD 3),845,15,1,861,0
Precinct,403 - Brambleton (CD 3),350,9,0,359,0
Precinct,404 - Campostella (CD 3),766,26,0,792,0
Precinct,405 - Chesterfield (CD 3),951,31,0,982,0
Precinct,406 - Barron Black (CD 2),456,319,1,776,0
Precinct,408 - Easton (CD 3),624,441,1,1066,0
Precinct,409 - Fairlawn (CD 3),497,320,1,818,0
Precinct,411 - Ruffner Academy (CD 3),206,6,1,213,0
Precinct,412 - Ingleside (CD 3),895,126,1,1022,0
Precinct,413 - Poplar Halls (CD 3),1258,220,0,1478,0
Precinct,414 - Young Park (CD 3),819,30,10,859,0
Precinct,415 - Lake Taylor High School (CD 3),572,266,0,838,0
Precinct,501 - Bayview (CD 2),685,600,2,1287,0
Precinct,503 - East Ocean View (CD 2),788,670,1,1459,0
Precinct,504 - Larrymore (CD 2),663,414,0,1077,0
Precinct,505 - Little Creek (CD 2),352,373,0,725,0
Precinct,506 - Ocean View Center (CD 2),848,443,2,1293,0
Precinct,507 - Pretlow (CD 2),606,495,5,1106,0
Precinct,509 - Tarrallton (CD 2),486,648,0,1134,0
Precinct,510 - Third Presbyterian (CD 2),577,696,1,1274,0
Precinct,511 - Crossroads (CD 2),552,567,3,1122,0
Precinct,512 - Azalea Gardens (CD 2),356,369,1,726,0
Precinct,Ab - Central Absentee Precinct (CD 2),386,299,1,686,0
Precinct,Ab - Central Absentee Precinct (CD 3),1126,327,1,1454,0
Precinct,Provisional (CD 2),7,6,0,13,0
Precinct,Provisional (CD 3),25,6,0,31,0
Locality,Northampton County,2250,2067,3,4320,0
Precinct,101 - Precinct 1-1,467,532,1,1000,0
Precinct,201 - Precinct 2-1,488,247,1,736,0
Precinct,301 - Precinct 3-1,438,199,0,637,0
Precinct,401 - Precinct 4-1,356,455,0,811,0
Precinct,501 - Precinct 5-1,313,438,1,752,0
Precinct,Ab - Central Absentee Precinct,186,195,0,381,0
Precinct,Provisional,2,1,0,3,0
Locality,Northumberland County,1932,3363,6,5301,0
Precinct,101 - 1a,268,510,0,778,0
Precinct,201 - 2a,298,659,1,958,0
Precinct,301 - 3a,311,179,0,490,0
Precinct,302 - 3b,175,62,0,237,0
Precinct,401 - 4a,376,892,5,1273,0
Precinct,501 - 5a,331,829,0,1160,0
Precinct,Ab - Central Absentee Precinct,171,230,0,401,0
Precinct,Provisional,2,2,0,4,0
Locality,Norton City,310,536,1,847,0
Precinct,1 - East Ward,310,535,1,846,0
Precinct,Provisional,0,1,0,1,0
Locality,Nottoway County,1756,2467,5,4228,0
Precinct,101 - Precinct 1-1,161,304,0,465,0
Precinct,102 - Precinct 1-2,126,236,2,364,0
Precinct,201 - Precinct 2-1,179,344,0,523,0
Precinct,202 - Precinct 2-2,71,223,0,294,0
Precinct,301 - Precinct 3-1,264,160,0,424,0
Precinct,302 - Precinct 3-2,114,195,0,309,0
Precinct,401 - Precinct 4-1,313,96,0,409,0
Precinct,402 - Precinct 4-2,111,276,0,387,0
Precinct,501 - Precinct 5-1,327,488,2,817,0
Precinct,Ab - Central Absentee Precinct,90,145,1,236,0
Precinct,Provisional,0,0,0,0,0
Locality,Orange County,4022,6817,14,10853,0
Precinct,101 - One West,427,741,4,1172,0
Precinct,102 - One East,442,594,0,1036,0
Precinct,201 - Two West,297,660,2,959,0
Precinct,202 - Two East,214,612,1,827,0
Precinct,301 - Three West,546,655,0,1201,0
Precinct,302 - Three East,130,265,3,398,0
Precinct,401 - Four West,237,762,0,999,0
Precinct,402 - Four East,371,537,2,910,0
Precinct,501 - Five South,522,729,0,1251,0
Precinct,502 - Five North,558,925,2,1485,0
Precinct,Ab - Central Absentee Precinct,277,333,0,610,0
Precinct,Provisional,1,4,0,5,0
Locality,Page County,1723,4890,13,6626,0
Precinct,101 - West Luray,405,836,0,1241,0
Precinct,201 - East Luray,405,967,0,1372,0
Precinct,301 - Marksville,310,1057,5,1372,0
Precinct,401 - Newport,218,812,3,1033,0
Precinct,501 - Shenandoah,231,970,4,1205,0
Precinct,Ab - Central Absentee Precinct,151,248,1,400,0
Precinct,Provisional,3,0,0,3,0
Locality,Patrick County,1286,4290,4,5580,0
Precinct,101 - Ararat,84,239,0,323,0
Precinct,102 - Claudville,51,267,0,318,0
Precinct,103 - Willis Gap,66,227,0,293,0
Precinct,201 - Dry Pond,41,172,0,213,0
Precinct,202 - Patrick Springs,134,481,0,615,0
Precinct,203 - Russell Creek,99,312,0,411,0
Precinct,301 - Critz/stella,150,425,0,575,0
Precinct,302 - Liberty,52,345,0,397,0
Precinct,401 - Meadows Of Dan,131,303,1,435,0
Precinct,402 - Stuart Fairgrounds,153,432,1,586,0
Precinct,501 - Stuart Community,49,192,1,242,0
Precinct,502 - Elamsville,81,293,0,374,0
Precinct,503 - Woolwine,113,402,0,515,0
Precinct,Ab - Central Absentee Precinct,82,200,1,283,0
Precinct,Provisional,0,0,0,0,0
Locality,Petersburg City,7130,983,6,8119,0
Precinct,101 - First Ward First Precinct,599,75,0,674,0
Precinct,201 - Second Ward First Precinct,1226,115,1,1342,0
Precinct,301 - Third Ward First Precinct,1193,302,1,1496,0
Precinct,401 - Fourth Ward First Precinct,798,155,0,953,0
Precinct,501 - Fifth Ward First Precinct,720,72,1,793,0
Precinct,601 - Sixth Ward First Precinct,737,23,0,760,0
Precinct,701 - Seventh Ward First Precinct,1034,90,3,1127,0
Precinct,Ab - Central Absentee Precinct,817,151,0,968,0
Precinct,Provisional,6,0,0,6,0
Locality,Pittsylvania County,5536,13914,9,19459,0
Precinct,103 - Twin Springs,207,1270,1,1478,0
Precinct,105 - Chatham,161,436,0,597,0
Precinct,106 - Tunstall,141,476,1,618,0
Precinct,108 - West Blairs,111,241,0,352,0
Precinct,201 - Callands,126,473,0,599,0
Precinct,202- Bearskin,45,106,0,151,0
Precinct,204 - Sandy Level,95,304,0,399,0
Precinct,206 - Climax,78,377,1,456,0
Precinct,207 - Gretna,226,865,2,1093,0
Precinct,301 - Central,299,204,0,503,0
Precinct,305 - Riceville,262,220,0,482,0
Precinct,307 - East Blairs,448,129,0,577,0
Precinct,308 - Mt Airy,152,119,0,271,0
Precinct,309 - East Gretna,127,179,1,307,0
Precinct,402 - Keeling,95,505,0,600,0
Precinct,404 - Kentuck,241,843,1,1085,0
Precinct,405 - Ringgold,318,824,0,1142,0
Precinct,501 - Hurt,241,632,0,873,0
Precinct,502 - Motley Sycamore,258,699,0,957,0
Precinct,503 - Renan,130,366,0,496,0
Precinct,603 - Stony Mill,155,507,0,662,0
Precinct,604 - Swansonville,184,354,0,538,0
Precinct,605 - Whitmell,170,422,1,593,0
Precinct,606 - Brosville,256,299,0,555,0
Precinct,607 - Dry Fork,63,225,0,288,0
Precinct,702 - Bachelors Hall,122,743,0,865,0
Precinct,703 - Ferry Road,52,111,0,163,0
Precinct,704 - Mt Hermon,345,937,1,1283,0
Precinct,705 - Mt Cross,98,469,0,567,0
Precinct,Ab - Central Absentee Precinct,330,578,0,908,0
Precinct,Provisional,0,1,0,1,0
Locality,Poquoson City,1170,3628,6,4804,0
Precinct,1 - Central,325,1055,3,1383,0
Precinct,2 - Eastern,345,1136,2,1483,0
Precinct,3 - Western,408,1220,1,1629,0
Precinct,Ab - Central Absentee Precinct,92,214,0,306,0
Precinct,Provisional,0,3,0,3,0
Locality,Portsmouth City,19559,8923,28,28510,0
Precinct,1 - Emanuel A. M. E. Church,679,329,2,1010,0
Precinct,5 - Hampton Roads Community Health Center,540,19,0,559,0
Precinct,7- Park View Elementary School,494,137,1,632,0
Precinct,9 - Third Baptist Church,760,129,0,889,0
Precinct,10 - Port Norfolk Recreation Center,325,218,1,544,0
Precinct,11 - Mt. Hermon Village,643,23,0,666,0
Precinct,13 - St. Mark Missionary Baptist Church,408,19,2,429,0
Precinct,14 - Brighton Elementary School,741,26,0,767,0
Precinct,16 - Cradock Middle School,497,184,0,681,0
Precinct,17 - Victory Life Fellowship,548,283,0,831,0
Precinct,19 - Fairview Heights Baptist Church,274,202,1,477,0
Precinct,20 - Noble Street Baptist Church,484,187,1,672,0
Precinct,21 - John F. Kennedy Community Center,521,15,0,536,0
Precinct,22 - Forward Church,390,313,2,705,0
Precinct,23 - Westhaven Baptist Church,271,451,3,725,0
Precinct,24 - Willett Hall,421,245,0,666,0
Precinct,25 - John Tyler Elementary School,533,397,0,930,0
Precinct,26 - William E. Waters Middle School,967,19,0,986,0
Precinct,27 - Cavalier Manor Recreation Center,896,28,1,925,0
Precinct,28 - Lakeview Elementary School,1364,40,1,1405,0
Precinct,29 - Saint Andrew's United Methodist Church,181,429,0,610,0
Precinct,30 - The Rescue Church,222,438,1,661,0
Precinct,31 - West Park Church Of Christ,687,437,1,1125,0
Precinct,32 - Hodges Manor Elementary School,303,461,2,766,0
Precinct,33- Pinecrest Baptist Church,186,455,1,642,0
Precinct,34- Churchland Branch Library,397,552,1,950,0
Precinct,35 - Churchland Elementary School,462,607,0,1069,0
Precinct,36 - Scottish Rite Temple,1065,915,2,1982,0
Precinct,37 - Churchland Middle School,954,446,0,1400,0
Precinct,38 - Grove Baptist Church,1185,157,2,1344,0
Precinct,39 - Churchland Primary And Intermediate School,1316,442,3,1761,0
Precinct,Ab - Central Absentee Precinct,829,314,0,1143,0
Precinct,Provisional,16,6,0,22,0
Locality,Powhatan County,2989,8475,16,11480,0
Precinct,101 - Subletts,306,986,2,1294,0
Precinct,102 - Manakin,278,718,4,1000,0
Precinct,103 - Flat Rock,146,537,0,683,0
Precinct,201 - Powhatan Station,184,771,1,956,0
Precinct,202 - Graceland,273,913,1,1187,0
Precinct,301 - Bethesda,260,693,3,956,0
Precinct,302 - Lee's Landing,220,646,0,866,0
Precinct,401 - Powhatan Courthouse,336,1207,2,1545,0
Precinct,402 - Mt Zion,141,428,0,569,0
Precinct,501 - Smith Cross Roads,347,529,1,877,0
Precinct,502 - Pineville,212,315,0,527,0
Precinct,503 - Tobaccoville,91,298,1,390,0
Precinct,Ab - Central Absentee Precinct,195,434,1,630,0
Precinct,Provisional,0,0,0,0,0
Locality,Prince Edward County,2809,2789,9,5607,0
Precinct,101 - Farmville,339,322,2,663,0
Precinct,201 - Lockett,397,450,1,848,0
Precinct,301 - Leigh,244,247,0,491,0
Precinct,302 - Mt Pleasant,162,111,0,273,0
