,,Mark Rankin Herring,John Donley Adams,Write-Ins,Total Votes Cast,Undervotes
Precinct,305 - Philomont,276,354,1,631,0
Precinct,307 - Middleburg,392,260,0,652,0
Precinct,308 - St Louis,369,298,0,667,0
Precinct,309 - Aldie,257,253,0,510,0
Precinct,310 - Mountain View,654,815,0,1469,0
Precinct,311 - Round Hill Elementary,511,732,0,1243,0
Precinct,312 - Briar Woods,844,402,1,1247,0
Precinct,313 - Pinebrook,1083,623,1,1707,0
Precinct,314 - Legacy,756,422,1,1179,0
Precinct,315 - Firehouse,198,262,1,461,0
Precinct,316 - Creighton's Corner,799,407,0,1206,0
Precinct,318 - Madison's Trust,544,629,0,1173,0
Precinct,319 - John Champe,777,505,0,1282,0
Precinct,320 - Stone Hill,869,309,1,1179,0
Precinct,321 - Brambleton Middle,534,224,0,758,0
Precinct,401 - West Lovettsville,745,828,2,1575,0
Precinct,402 - Waterford,610,752,1,1363,0
Precinct,403 - Lucketts,753,791,1,1545,0
Precinct,407 - Harper Park,469,357,0,826,0
Precinct,408 - Evergreen,599,396,0,995,0
Precinct,409 - Clarkes Gap,628,826,0,1454,0
Precinct,411 - East Lovettsville,524,641,0,1165,0
Precinct,413 - Tuscarora,38,36,0,74,0
Precinct,414 - Red Rock,441,277,1,719,0
Precinct,416 - Hamilton,905,930,3,1838,0
Precinct,420 - River Creek,619,664,1,1284,0
Precinct,421 - Between The Hills,67,105,0,172,0
Precinct,422 - Sycolin Creek,589,726,0,1315,0
Precinct,501 - West Leesburg,863,536,0,1399,0
Precinct,502 - East Leesburg,861,384,1,1246,0
Precinct,503 - Dry Mill,454,285,1,740,0
Precinct,504 - Smarts Mill,912,544,3,1459,0
Precinct,505 - Cool Spring,813,667,2,1482,0
Precinct,506 - Brandon Park,468,252,0,720,0
Precinct,507 - Greenway,449,310,1,760,0
Precinct,508 - Balls Bluff,786,553,0,1339,0
Precinct,509 - Tolbert,917,432,3,1352,0
Precinct,510 - Heritage,450,405,0,855,0
Precinct,615 - Hillside,777,543,0,1320,0
Precinct,616 - Eagle Ridge,865,499,1,1365,0
Precinct,617 - Oak Grove,417,119,0,536,0
Precinct,619 - Ridgetop,379,133,1,513,0
Precinct,620 - Russell Branch,962,640,1,1603,0
Precinct,621 - Dominion Trail,1026,565,3,1594,0
Precinct,622 - Farmwell Station,1007,513,2,1522,0
Precinct,623 - Weller,779,511,0,1290,0
Precinct,625 - Mill Run,344,263,0,607,0
Precinct,626 - Ashby Ponds,431,378,1,810,0
Precinct,627 - Ashbrook,733,304,3,1040,0
Precinct,628 - Moorefield Station,805,333,2,1140,0
Precinct,629 - Discovery,190,126,0,316,0
Precinct,701 - Sully,727,395,0,1122,0
Precinct,702 - Park View,653,360,2,1015,0
Precinct,703 - Rolling Ridge,908,305,0,1213,0
Precinct,705 - Forest Grove,855,524,0,1379,0
Precinct,707 - Claude Moore Park,671,229,0,900,0
Precinct,708 - Seneca,701,428,1,1130,0
Precinct,709 - Mirror Ridge,812,362,0,1174,0
Precinct,710 - Sterling,569,311,2,882,0
Precinct,808 - Stone Bridge,987,654,2,1643,0
Precinct,810 - Cedar Lane,865,491,0,1356,0
Precinct,813 - Seldens Landing,615,290,1,906,0
Precinct,814 - Newton - Lee,720,711,1,1432,0
Precinct,815 - Belmont Ridge,884,595,1,1480,0
Precinct,817 - Sanders Corner,938,721,3,1662,0
Precinct,818 - Broad Run,677,443,0,1120,0
Precinct,819 - Heritage Church,617,456,0,1073,0
Precinct,820 - Belmont Station,717,465,0,1182,0
Precinct,822 - Riverside,545,347,0,892,0
Precinct,Ab - Central Absentee Precinct,5729,3833,13,9575,0
Precinct,Provisional,67,50,0,117,0
Locality,Louisa County,4424,7305,10,11739,0
Precinct,101 - Zion,583,763,1,1347,0
Precinct,102 - Mechanicsville,261,381,1,643,0
Precinct,201 - Louisa #1,252,443,0,695,0
Precinct,202 - Louisa #2,265,401,0,666,0
Precinct,301 - Patrick Henry No 1,693,588,0,1281,0
Precinct,302 - Patrick Henry #2,143,184,0,327,0
Precinct,401 - Mineral,359,791,0,1150,0
Precinct,402 - Yanceyville,169,205,0,374,0
Precinct,501 - Fredericks Hall,184,201,1,386,0
Precinct,502 - Cuckoo,179,368,0,547,0
Precinct,503 - Elk Creek,121,369,1,491,0
Precinct,601 - Bumpass,134,498,2,634,0
Precinct,602 - Locust Creek,230,576,0,806,0
Precinct,701 - Sheltons Mill,278,618,1,897,0
Precinct,702 - South Anna,220,445,1,666,0
Precinct,Ab - Central Absentee Precinct,351,472,2,825,0
Precinct,Provisional,2,2,0,4,0
Locality,Lunenburg County,1467,2159,3,3629,0
Precinct,101 - Plymouth,97,283,0,380,0
Precinct,201 - Browns Store,130,285,1,416,0
Precinct,301 - Rosebud,55,226,0,281,0
Precinct,302 - Flat Rock,101,162,1,264,0
Precinct,401 - Arrowhead Gun Club,36,163,0,199,0
Precinct,402 - Pleasant Grove,91,240,0,331,0
Precinct,501 - Reedy Creek,130,115,0,245,0
Precinct,502 - Peoples Community Center,197,109,0,306,0
Precinct,601 - Hounds Creek,285,201,0,486,0
Precinct,701 - Meherrin Fire Department,91,116,0,207,0
Precinct,702 - Victoria Public Library,99,161,0,260,0
Precinct,Ab - Central Absentee Precinct,155,98,1,254,0
Precinct,Provisional,0,0,0,0,0
Locality,Lynchburg City,9822,11248,24,21094,0
Precinct,101 - First Ward First Precinct,807,881,3,1691,0
Precinct,102 - First Ward Second Precinct,858,1123,0,1981,0
Precinct,103 - First Ward Third Precinct,673,785,0,1458,0
Precinct,104 - First Ward Fourth Precinct,344,225,2,571,0
Precinct,105 - First Ward Fifth Precinct,504,393,1,898,0
Precinct,201 - Second Ward First Precinct,1072,296,2,1370,0
Precinct,202 - Second Ward Second Precinct,908,192,4,1104,0
Precinct,203 - Second Ward Third Precinct,316,89,0,405,0
Precinct,204 - Second Ward Fourth Precinct,183,149,0,332,0
Precinct,301 - Third Ward First Precinct,338,258,1,597,0
Precinct,302 - Third Ward Second Precinct,47,1248,3,1298,0
Precinct,303 - Third Ward Third Precinct,301,401,1,703,0
Precinct,304 - Third Ward Fourth Precinct,264,450,0,714,0
Precinct,305 - Third Ward Fifth Precinct,464,967,2,1433,0
Precinct,401 - Fourth Ward First Precinct,662,1262,2,1926,0
Precinct,402 - Fourth Ward Second Precinct,323,439,0,762,0
Precinct,403 - Fourth Ward Third Precinct,556,818,0,1374,0
Precinct,404 - Fourth Ward Fourth Precinct,690,840,1,1531,0
Precinct,Ab - Central Absentee Precinct,511,432,2,945,0
Precinct,Provisional,1,0,0,1,0
Locality,Madison County,1756,3126,6,4888,0
Precinct,1 - Oak Park,246,283,0,529,0
Precinct,2 - Radiant,314,430,1,745,0
Precinct,3 - Rochelle,105,273,0,378,0
Precinct,4 - Graves Mill,13,39,0,52,0
Precinct,5 - Madison,324,511,1,836,0
Precinct,6 - Wolftown,177,302,3,482,0
Precinct,7 - Brightwood,211,639,0,850,0
Precinct,8 - Criglersville,161,285,0,446,0
Precinct,9 - Etlan,75,172,0,247,0
Precinct,Ab - Central Absentee Precinct,130,192,1,323,0
Precinct,Provisional,0,0,0,0,0
Locality,Manassas City,5255,3999,6,9260,0
Precinct,1 - Dean,731,369,1,1101,0
Precinct,2 - Weems,890,625,0,1515,0
Precinct,3 - Metz,915,653,2,1570,0
Precinct,4 - Haydon,757,654,0,1411,0
Precinct,5 - Baldwin,733,476,1,1210,0
Precinct,6 - Round,639,711,1,1351,0
Precinct,Ab - Central Absentee Precinct,586,509,1,1096,0
Precinct,Provisional,4,2,0,6,0
Locality,Manassas Park City,1947,1112,2,3061,0
Precinct,1 - Precinct One,663,315,1,979,0
Precinct,2 - Precinct Two,475,285,0,760,0
Precinct,3 - Precinct Three,551,350,1,902,0
Precinct,Ab - Central Absentee Precinct,254,162,0,416,0
Precinct,Provisional,4,0,0,4,0
Locality,Martinsville City,2179,1505,5,3689,0
Precinct,1 - Precinct #1,367,20,0,387,0
Precinct,2 - Precinct #2,418,301,1,720,0
Precinct,3 - Precinct #3,263,128,0,391,0
Precinct,4 - Precinct #4,421,235,0,656,0
Precinct,5 - Precinct #5,418,711,4,1133,0
Precinct,6 - Precinct #6,182,6,0,188,0
Precinct,Ab - Central Absentee Precinct,110,104,0,214,0
Precinct,Provisional,0,0,0,0,0
Locality,Mathews County,1330,2583,5,3918,0
Precinct,1 - Chesapeake,248,531,0,779,0
Precinct,2 - Westville,433,814,1,1248,0
Precinct,3 - Piankatank,452,918,4,1374,0
Precinct,Ab - Central Absentee Precinct,197,320,0,517,0
Precinct,Provisional,0,0,0,0,0
Locality,Mecklenburg County,3348,5172,0,8520,0
Precinct,101 - Wrights Store,140,156,0,296,0
Precinct,102 - Pearsons Store,33,92,0,125,0
Precinct,103 - South Clarksville,223,256,0,479,0
Precinct,201 - Boydton,136,156,0,292,0
Precinct,202 - Bluestone Senior High School,70,51,0,121,0
Precinct,203 - Chase City Vfw Post,153,53,0,206,0
Precinct,301 - Bracey,151,452,0,603,0
Precinct,302 - Lacrosse,156,200,0,356,0
Precinct,401 - American Legion Hall,449,256,0,705,0
Precinct,402 - Park View Middle School,79,48,0,127,0
Precinct,501 - South Hill,347,506,0,853,0
Precinct,601 - Baskerville,134,244,0,378,0
Precinct,602 - Union Level,32,166,0,198,0
Precinct,603 - Smith Crossroads,53,116,0,169,0
Precinct,604 - Lake Gaston,75,124,0,199,0
Precinct,701 - Chase City,135,251,0,386,0
Precinct,702 - Sunshine,130,220,0,350,0
Precinct,801 - Finchley,49,88,0,137,0
Precinct,802 - Bluestone,141,343,0,484,0
Precinct,803 - Chase City Elementary School,137,207,0,344,0
Precinct,901 - Averett,19,97,0,116,0
Precinct,902 - Buffalo Springs,39,188,0,227,0
Precinct,903 - Clarksville,235,601,0,836,0
Precinct,Ab - Central Absentee Precinct,230,299,0,529,0
Precinct,Provisional,2,2,0,4,0
Locality,Middlesex County,1567,2725,4,4296,0
Precinct,101 - Saluda,114,199,0,313,0
Precinct,102 - Urbanna,182,346,0,528,0
Precinct,201 - New Market,246,679,2,927,0
Precinct,302 - Church View,293,381,0,674,0
Precinct,401- Harmony Village,284,373,2,659,0
Precinct,501 - Wilton,320,574,0,894,0
Precinct,Ab - Central Absentee Precinct,124,172,0,296,0
Precinct,Provisional,4,1,0,5,0
Locality,Montgomery County,14870,13057,19,27946,0
Precinct,101 - Precinct A-1,828,669,0,1497,0
Precinct,102 - Precinct A-2,913,285,2,1200,0
Precinct,103 - Precinct A-3,1380,641,0,2021,0
Precinct,201 - Precinct B-1,82,85,1,168,0
Precinct,202 - Precinct B-2,728,761,1,1490,0
Precinct,203 - Precinct B-3,407,561,0,968,0
Precinct,204 - Precinct B-4,844,932,3,1779,0
Precinct,301 - Precinct C-1,286,711,1,998,0
Precinct,302 - Precinct C-2,399,789,1,1189,0
Precinct,303 - Precinct C-3,131,286,0,417,0
Precinct,304 - Precinct C-4,391,686,1,1078,0
Precinct,401 - Precinct D-1,324,495,0,819,0
Precinct,402 - Precinct D-2,317,830,1,1148,0
Precinct,403 - Precinct D-3,249,568,0,817,0
Precinct,404 - Precinct D-4,146,377,0,523,0
Precinct,405 - Precinct D-5,493,741,0,1234,0
Precinct,501 - Precinct E-1,705,555,0,1260,0
Precinct,502 - Precinct E-2,384,528,0,912,0
Precinct,503 - Precinct E-3,584,247,0,831,0
Precinct,601 - Precinct F-1,1157,443,1,1601,0
Precinct,602 - Precinct F-2,998,363,1,1362,0
Precinct,603 - Precinct F-3,187,113,0,300,0
Precinct,701 - Precinct G-1,1340,585,2,1927,0
Precinct,702 - Precinct G-2,683,216,2,901,0
Precinct,Ab - Central Absentee Precinct,896,581,2,1479,0
Precinct,Provisional,18,9,0,27,0
Locality,Nelson County,3023,3081,7,6111,0
Precinct,101 - Rockfish,656,610,1,1267,0
Precinct,201 - Lovingston,292,347,1,640,0
Precinct,202 - Schuyler,198,181,0,379,0
Precinct,301 - Shipman,373,394,3,770,0
Precinct,302 - Gladstone,52,77,0,129,0
Precinct,401 - Roseland,371,534,0,905,0
Precinct,402 - Montebello,31,54,0,85,0
Precinct,501 - Faber,255,216,1,472,0
Precinct,502 - Nellysford,607,515,1,1123,0
Precinct,Ab - Central Absentee Precinct,186,150,0,336,0
Precinct,Provisional,2,3,0,5,0
Locality,New Kent County,2637,5868,13,8518,0
Precinct,102 - Tunstall,107,326,2,435,0
Precinct,103 - Southern Branch,272,879,1,1152,0
Precinct,201 - Quinton,395,806,1,1202,0
Precinct,202 - Kentwood,149,511,4,664,0
Precinct,301 - Watkins,317,423,0,740,0
Precinct,302 - Cumberland,284,588,0,872,0
Precinct,401 - Providence Forge,410,804,0,1214,0
Precinct,403 - Mountcastle,148,297,1,446,0
Precinct,501 - Eltham,212,378,1,591,0
Precinct,502 - Chickahominy River,202,615,1,818,0
Precinct,Ab - Central Absentee Precinct,137,235,1,373,0
Precinct,Provisional,4,6,1,11,0
Locality,Newport News City,29760,16779,58,46597,0
Precinct,101 - Denbigh (CD 3),1195,313,2,1510,0
Precinct,102 - Epes (CD 3),1098,250,2,1350,0
Precinct,103 - Jenkins (CD 3),909,530,6,1445,0
Precinct,104 - Mcintosh (CD 3),819,233,1,1053,0
Precinct,105 - Oyster Point (CD 3),218,150,1,369,0
Precinct,106 - Reservoir (CD 3),1245,515,3,1763,0
Precinct,107 - Richneck (CD 3),1090,590,1,1681,0
Precinct,108 - Lee Hall (CD 3),953,267,1,1221,0
Precinct,109 - Windsor (CD 3),546,293,1,840,0
Precinct,110 - Greenwood (CD 3),1019,299,2,1320,0
Precinct,201 - Bland (CD 3),182,72,0,254,0
Precinct,202 - Boulevard (CD 3),537,607,1,1145,0
Precinct,203 - Charles (CD 3),976,959,0,1935,0
Precinct,204 - Wellesley (CD 3),531,370,0,901,0
Precinct,205 - Deep Creek (CD 3),600,936,2,1538,0
Precinct,208 - Hidenwood (CD 3),413,560,0,973,0
Precinct,209 - Hilton (CD 3),673,582,0,1255,0
Precinct,210 - Nelson (CD 3),1025,975,2,2002,0
Precinct,211 - Palmer (CD 3),806,466,1,1273,0
Precinct,212 - Riverside (CD 3),360,518,1,879,0
Precinct,213 - Sanford (CD 3),237,370,1,608,0
Precinct,215 - Warwick (CD 3),401,317,0,718,0
Precinct,216 - Yates (CD 3),435,512,2,949,0
Precinct,217 - Riverview (CD 3),625,708,3,1336,0
Precinct,218 - Kiln Creek (CD 3),1257,874,2,2133,0
Precinct,219 - Deer Park (CD 3),1038,428,4,1470,0
Precinct,302 - Briarfield (CD 3),657,162,0,819,0
Precinct,303 - Carver (CD 3),459,135,1,595,0
Precinct,304 - Chestnut (CD 3),418,19,1,438,0
Precinct,305 - Downtown (CD 3),241,53,0,294,0
Precinct,306 - Dunbar (CD 3),113,5,0,118,0
Precinct,307 - Huntington (CD 3),337,8,1,346,0
Precinct,308 - Jefferson (CD 3),343,6,1,350,0
Precinct,309 - Magruder (CD 3),414,14,0,428,0
Precinct,310 - Marshall (CD 3),542,23,0,565,0
Precinct,311 - Newmarket (CD 3),951,249,2,1202,0
Precinct,312 - Newsome Park (CD 3),130,6,0,136,0
Precinct,313 - Reed (CD 3),779,28,0,807,0
Precinct,314 - River (CD 3),405,260,0,665,0
Precinct,315 - Sedgefield (CD 3),503,419,1,923,0
Precinct,316 - South Morrison (CD 3),710,342,2,1054,0
Precinct,317 - Washington (CD 3),229,12,1,242,0
Precinct,318 - Wilson (CD 3),511,63,1,575,0
Precinct,319 - Saunders (CD 3),829,668,1,1498,0
Precinct,320 - Watkins (CD 3),973,987,5,1965,0
Precinct,Ab - Central Absentee Precinct (CD 3),1017,618,2,1637,0
Precinct,Provisional (CD 3),11,8,0,19,0
Locality,Norfolk City,38430,14763,68,53261,0
Precinct,101 - Granby (CD 3),1025,487,4,1516,0
Precinct,101 - Granby (CD 2),5,4,0,9,0
Precinct,102 - Ocean View School (CD 2),374,288,0,662,0
Precinct,103 - Northside (CD 2),520,430,0,950,0
Precinct,104 - Titustown (CD 3),59,4,0,63,0
Precinct,104 - Titustown (CD 2),431,63,0,494,0
Precinct,106 - Second Presbyterian (CD 2),824,533,0,1357,0
Precinct,201 - Larchmont School (CD 3),968,478,0,1446,0
Precinct,203 - Ghent Square (CD 3),471,203,0,674,0
Precinct,207 - Lambert's Point (CD 3),892,92,3,987,0
Precinct,208 - Larchmont Library (CD 3),618,450,1,1069,0
Precinct,210 - Maury (CD 3),957,281,1,1239,0
Precinct,211 - Chrysler Museum (CD 3),1121,509,1,1631,0
Precinct,212 - Park Place (CD 3),691,36,0,727,0
Precinct,213 - Taylor Elementary School (CD 3),1214,346,2,1562,0
Precinct,214 - Stuart (CD 3),1129,313,3,1445,0
Precinct,215 - Suburban Park (CD 2),638,417,1,1056,0
Precinct,217 - Wesley (CD 2),563,241,1,805,0
Precinct,218 - Willard (CD 3),1119,735,2,1856,0
Precinct,301 - Ballentine (CD 3),888,110,1,999,0
Precinct,302 - Tanners Creek (CD 3),495,97,0,592,0
Precinct,303 - Broad Creek (CD 3),1237,48,3,1288,0
Precinct,304 - Coleman Place School (CD 3),469,105,1,575,0
Precinct,305 - Lafayette-winona (CD 3),793,142,1,936,0
Precinct,306 - Lindenwood (CD 3),625,61,1,687,0
Precinct,309 - Norview (CD 3),1351,304,4,1659,0
Precinct,310 - Rosemont (CD 3),1382,75,1,1458,0
Precinct,311 - Sherwood (CD 3),1150,458,6,1614,0
Precinct,313 - Union Chapel (CD 3),466,22,0,488,0
Precinct,402 - Berkley (CD 3),838,19,1,858,0
Precinct,403 - Brambleton (CD 3),341,17,1,359,0
Precinct,404 - Campostella (CD 3),758,34,0,792,0
Precinct,405 - Chesterfield (CD 3),947,36,0,983,0
Precinct,406 - Barron Black (CD 2),477,300,2,779,0
Precinct,408 - Easton (CD 3),631,432,1,1064,0
Precinct,409 - Fairlawn (CD 3),513,307,2,822,0
Precinct,411 - Ruffner Academy (CD 3),201,9,1,211,0
Precinct,412 - Ingleside (CD 3),901,117,1,1019,0
Precinct,413 - Poplar Halls (CD 3),1242,228,0,1470,0
Precinct,414 - Young Park (CD 3),810,47,3,860,0
Precinct,415 - Lake Taylor High School (CD 3),578,257,0,835,0
Precinct,501 - Bayview (CD 2),702,577,1,1280,0
Precinct,503 - East Ocean View (CD 2),809,653,3,1465,0
Precinct,504 - Larrymore (CD 2),677,398,0,1075,0
Precinct,505 - Little Creek (CD 2),373,353,1,727,0
Precinct,506 - Ocean View Center (CD 2),869,420,1,1290,0
Precinct,507 - Pretlow (CD 2),637,459,6,1102,0
Precinct,509 - Tarrallton (CD 2),526,600,1,1127,0
Precinct,510 - Third Presbyterian (CD 2),617,653,4,1274,0
Precinct,511 - Crossroads (CD 2),573,540,1,1114,0
Precinct,512 - Azalea Gardens (CD 2),374,353,0,727,0
Precinct,Ab - Central Absentee Precinct (CD 2),391,293,0,684,0
Precinct,Ab - Central Absentee Precinct (CD 3),1137,318,1,1456,0
Precinct,Provisional (CD 2),8,5,0,13,0
Precinct,Provisional (CD 3),25,6,0,31,0
Locality,Northampton County,2297,2011,3,4311,0
Precinct,101 - Precinct 1-1,473,527,1,1001,0
Precinct,201 - Precinct 2-1,492,239,0,731,0
Precinct,301 - Precinct 3-1,442,192,1,635,0
Precinct,401 - Precinct 4-1,382,429,0,811,0
Precinct,501 - Precinct 5-1,314,436,1,751,0
Precinct,Ab - Central Absentee Precinct,191,188,0,379,0
Precinct,Provisional,3,0,0,3,0
Locality,Northumberland County,1983,3326,3,5312,0
Precinct,101 - 1a,278,501,0,779,0
Precinct,201 - 2a,309,654,0,963,0
Precinct,301 - 3a,308,182,1,491,0
Precinct,302 - 3b,175,60,0,235,0
Precinct,401 - 4a,382,892,2,1276,0
Precinct,501 - 5a,354,805,0,1159,0
Precinct,Ab - Central Absentee Precinct,175,230,0,405,0
Precinct,Provisional,2,2,0,4,0
Locality,Norton City,281,567,1,849,0
Precinct,1 - East Ward,281,566,1,848,0
Precinct,Provisional,0,1,0,1,0
Locality,Nottoway County,1774,2452,3,4229,0
Precinct,101 - Precinct 1-1,167,298,0,465,0
Precinct,102 - Precinct 1-2,123,237,2,362,0
Precinct,201 - Precinct 2-1,185,338,0,523,0
Precinct,202 - Precinct 2-2,70,223,0,293,0
Precinct,301 - Precinct 3-1,268,155,0,423,0
Precinct,302 - Precinct 3-2,116,195,0,311,0
Precinct,401 - Precinct 4-1,310,99,0,409,0
Precinct,402 - Precinct 4-2,111,276,0,387,0
Precinct,501 - Precinct 5-1,322,495,1,818,0
Precinct,Ab - Central Absentee Precinct,102,136,0,238,0
Precinct,Provisional,0,0,0,0,0
Locality,Orange County,4095,6754,8,10857,0
Precinct,101 - One West,437,739,2,1178,0
Precinct,102 - One East,446,587,0,1033,0
Precinct,201 - Two West,304,658,0,962,0
Precinct,202 - Two East,223,603,1,827,0
Precinct,301 - Three West,555,651,0,1206,0
Precinct,302 - Three East,133,264,0,397,0
Precinct,401 - Four West,232,761,0,993,0
Precinct,402 - Four East,366,541,1,908,0
Precinct,501 - Five South,541,706,0,1247,0
Precinct,502 - Five North,569,920,2,1491,0
Precinct,Ab - Central Absentee Precinct,288,320,2,610,0
Precinct,Provisional,1,4,0,5,0
Locality,Page County,1806,4829,6,6641,0
Precinct,101 - West Luray,428,814,0,1242,0
Precinct,201 - East Luray,415,959,1,1375,0
Precinct,301 - Marksville,330,1047,1,1378,0
Precinct,401 - Newport,227,802,3,1032,0
Precinct,501 - Shenandoah,246,964,1,1211,0
Precinct,Ab - Central Absentee Precinct,157,242,0,399,0
Precinct,Provisional,3,1,0,4,0
Locality,Patrick County,1283,4277,7,5567,0
Precinct,101 - Ararat,83,238,0,321,0
Precinct,102 - Claudville,49,269,0,318,0
Precinct,103 - Willis Gap,69,222,0,291,0
Precinct,201 - Dry Pond,42,170,0,212,0
Precinct,202 - Patrick Springs,136,477,1,614,0
Precinct,203 - Russell Creek,100,311,0,411,0
Precinct,301 - Critz/stella,153,420,0,573,0
Precinct,302 - Liberty,53,343,1,397,0
Precinct,401 - Meadows Of Dan,135,300,0,435,0
Precinct,402 - Stuart Fairgrounds,142,437,2,581,0
Precinct,501 - Stuart Community,46,196,1,243,0
Precinct,502 - Elamsville,79,296,0,375,0
Precinct,503 - Woolwine,114,396,2,512,0
Precinct,Ab - Central Absentee Precinct,82,202,0,284,0
Precinct,Provisional,0,0,0,0,0
Locality,Petersburg City,7097,995,10,8102,0
Precinct,101 - First Ward First Precinct,599,76,0,675,0
Precinct,201 - Second Ward First Precinct,1219,115,2,1336,0
Precinct,301 - Third Ward First Precinct,1184,305,3,1492,0
Precinct,401 - Fourth Ward First Precinct,792,156,2,950,0
Precinct,501 - Fifth Ward First Precinct,717,72,1,790,0
Precinct,601 - Sixth Ward First Precinct,731,29,0,760,0
Precinct,701 - Seventh Ward First Precinct,1026,99,1,1126,0
Precinct,Ab - Central Absentee Precinct,824,143,1,968,0
Precinct,Provisional,5,0,0,5,0
Locality,Pittsylvania County,5727,13708,10,19445,0
Precinct,103 - Twin Springs,218,1254,2,1474,0
Precinct,105 - Chatham,174,423,1,598,0
Precinct,106 - Tunstall,143,475,0,618,0
Precinct,108 - West Blairs,112,240,0,352,0
Precinct,201 - Callands,132,468,0,600,0
Precinct,202- Bearskin,45,107,0,152,0
Precinct,204 - Sandy Level,95,299,0,394,0
Precinct,206 - Climax,89,366,0,455,0
Precinct,207 - Gretna,253,840,1,1094,0
Precinct,301 - Central,300,204,1,505,0
Precinct,305 - Riceville,258,225,1,484,0
Precinct,307 - East Blairs,445,128,0,573,0
Precinct,308 - Mt Airy,150,120,0,270,0
Precinct,309 - East Gretna,136,172,1,309,0
Precinct,402 - Keeling,101,499,0,600,0
Precinct,404 - Kentuck,253,832,1,1086,0
Precinct,405 - Ringgold,328,809,0,1137,0
Precinct,501 - Hurt,254,617,0,871,0
Precinct,502 - Motley Sycamore,286,669,0,955,0
Precinct,503 - Renan,127,369,0,496,0
Precinct,603 - Stony Mill,156,503,0,659,0
Precinct,604 - Swansonville,181,357,0,538,0
Precinct,605 - Whitmell,175,418,0,593,0
Precinct,606 - Brosville,264,291,0,555,0
Precinct,607 - Dry Fork,66,221,0,287,0
Precinct,702 - Bachelors Hall,123,741,0,864,0
Precinct,703 - Ferry Road,57,107,0,164,0
Precinct,704 - Mt Hermon,359,921,1,1281,0
Precinct,705 - Mt Cross,110,460,0,570,0
Precinct,Ab - Central Absentee Precinct,337,572,1,910,0
Precinct,Provisional,0,1,0,1,0
Locality,Poquoson City,1261,3531,8,4800,0
Precinct,1 - Central,356,1028,3,1387,0
Precinct,2 - Eastern,367,1109,1,1477,0
Precinct,3 - Western,430,1195,2,1627,0
Precinct,Ab - Central Absentee Precinct,108,196,2,306,0
Precinct,Provisional,0,3,0,3,0
Locality,Portsmouth City,19884,8550,38,28472,0
Precinct,1 - Emanuel A. M. E. Church,700,299,4,1003,0
Precinct,5 - Hampton Roads Community Health Center,538,24,0,562,0
Precinct,7- Park View Elementary School,509,125,0,634,0
Precinct,9 - Third Baptist Church,756,129,0,885,0
Precinct,10 - Port Norfolk Recreation Center,347,196,0,543,0
Precinct,11 - Mt. Hermon Village,638,26,1,665,0
Precinct,13 - St. Mark Missionary Baptist Church,405,19,1,425,0
Precinct,14 - Brighton Elementary School,731,31,0,762,0
Precinct,16 - Cradock Middle School,480,197,1,678,0
Precinct,17 - Victory Life Fellowship,556,273,0,829,0
Precinct,19 - Fairview Heights Baptist Church,278,196,1,475,0
Precinct,20 - Noble Street Baptist Church,482,185,1,668,0
Precinct,21 - John F. Kennedy Community Center,518,19,0,537,0
Precinct,22 - Forward Church,407,291,5,703,0
Precinct,23 - Westhaven Baptist Church,317,408,2,727,0
Precinct,24 - Willett Hall,428,234,0,662,0
Precinct,25 - John Tyler Elementary School,544,384,1,929,0
Precinct,26 - William E. Waters Middle School,966,21,0,987,0
Precinct,27 - Cavalier Manor Recreation Center,890,35,2,927,0
Precinct,28 - Lakeview Elementary School,1348,55,2,1405,0
Precinct,29 - Saint Andrew's United Methodist Church,206,407,1,614,0
Precinct,30 - The Rescue Church,234,427,2,663,0
Precinct,31 - West Park Church Of Christ,704,404,2,1110,0
Precinct,32 - Hodges Manor Elementary School,332,433,2,767,0
Precinct,33- Pinecrest Baptist Church,207,442,1,650,0
Precinct,34- Churchland Branch Library,448,503,2,953,0
Precinct,35 - Churchland Elementary School,482,587,0,1069,0
Precinct,36 - Scottish Rite Temple,1114,865,2,1981,0
Precinct,37 - Churchland Middle School,969,431,0,1400,0
Precinct,38 - Grove Baptist Church,1187,153,2,1342,0
Precinct,39 - Churchland Primary And Intermediate School,1304,444,3,1751,0
Precinct,Ab - Central Absentee Precinct,843,302,0,1145,0
Precinct,Provisional,16,5,0,21,0
Locality,Powhatan County,3017,8443,6,11466,0
Precinct,101 - Subletts,310,987,0,1297,0
Precinct,102 - Manakin,271,728,0,999,0
Precinct,103 - Flat Rock,149,530,0,679,0
Precinct,201 - Powhatan Station,191,764,0,955,0
Precinct,202 - Graceland,273,912,2,1187,0
Precinct,301 - Bethesda,259,695,1,955,0
Precinct,302 - Lee's Landing,230,634,0,864,0
Precinct,401 - Powhatan Courthouse,332,1211,2,1545,0
Precinct,402 - Mt Zion,144,424,0,568,0
Precinct,501 - Smith Cross Roads,355,520,1,876,0
Precinct,502 - Pineville,211,313,0,524,0
Precinct,503 - Tobaccoville,92,298,0,390,0
Precinct,Ab - Central Absentee Precinct,200,427,0,627,0
Precinct,Provisional,0,0,0,0,0
Locality,Prince Edward County,2831,2767,11,5609,0
Precinct,101 - Farmville,347,311,2,660,0
Precinct,201 - Lockett,390,461,2,853,0
Precinct,301 - Leigh,254,238,2,494,0
Precinct,302 - Mt Pleasant,166,108,0,274,0
