,,Mark Robert Warner,Daniel Mac Arthur Gade,Write-Ins,Total Votes Cast,Undervotes
Precinct,315 - Firehouse,115,288,1,404,0
Precinct,316 - Creighton's Corner,443,451,1,895,0
Precinct,318 - Madison's Trust,247,614,0,861,0
Precinct,319 - John Champe,390,508,0,898,0
Precinct,320 - Stone Hill,534,356,0,890,0
Precinct,321 - Brambleton Middle,252,238,0,490,0
Precinct,322-Buffalo Trail,296,276,2,574,0
Precinct,401 - West Lovettsville,431,1114,6,1551,0
Precinct,402 - Waterford,324,766,2,1092,0
Precinct,403 - Lucketts,347,670,3,1020,0
Precinct,407 - Harper Park,177,262,0,439,0
Precinct,408 - Evergreen,307,530,2,839,0
Precinct,409 - Clarkes Gap,204,572,0,776,0
Precinct,411 - East Lovettsville,238,709,0,947,0
Precinct,413 - Tuscarora,25,32,0,57,0
Precinct,414 - Red Rock,289,281,0,570,0
Precinct,416 - Hamilton,324,839,2,1165,0
Precinct,420 - River Creek,176,401,0,577,0
Precinct,421 - Between The Hills,55,137,0,192,0
Precinct,422 - Sycolin Creek,168,446,1,615,0
Precinct,501 - West Leesburg,248,363,0,611,0
Precinct,502 - East Leesburg,440,347,0,787,0
Precinct,503 - Dry Mill,134,258,0,392,0
Precinct,504 - Smarts Mill,283,413,1,697,0
Precinct,505 - Cool Spring,286,437,1,724,0
Precinct,506 - Brandon Park,255,230,1,486,0
Precinct,507 - Greenway,139,207,0,346,0
Precinct,508 - Balls Bluff,423,524,0,947,0
Precinct,509 - Tolbert,537,443,1,981,0
Precinct,510 - Heritage,132,253,1,386,0
Precinct,615 - Hillside,378,447,2,827,0
Precinct,616 - Eagle Ridge,331,441,2,774,0
Precinct,617 - Oak Grove,320,147,0,467,0
Precinct,619 - Ridgetop,176,140,0,316,0
Precinct,620 - Russell Branch,397,471,0,868,0
Precinct,621 - Dominion Trail,448,527,4,979,0
Precinct,622 - Farmwell Station,453,395,2,850,0
Precinct,623 - Weller,373,418,0,791,0
Precinct,625 - Mill Run,139,216,0,355,0
Precinct,626 - Ashby Ponds,201,275,0,476,0
Precinct,627 - Ashbrook,169,129,0,298,0
Precinct,628 - Moorefield Station,519,485,0,1004,0
Precinct,629 - Discovery,117,124,0,241,0
Precinct,701 - Sully,380,339,1,720,0
Precinct,702 - Park View,400,331,2,733,0
Precinct,703 - Rolling Ridge,552,311,2,865,0
Precinct,705 - Forest Grove,522,432,0,954,0
Precinct,707 - Claude Moore Park,300,220,2,522,0
Precinct,708 - Seneca,243,328,2,573,0
Precinct,709 - Mirror Ridge,416,306,2,724,0
Precinct,710 - Sterling,350,286,0,636,0
Precinct,808 - Stone Bridge,403,494,2,899,0
Precinct,810 - Cedar Lane,370,430,2,802,0
Precinct,813 - Seldens Landing,351,327,1,679,0
Precinct,814 - Newton - Lee,251,546,1,798,0
Precinct,815 - Belmont Ridge,233,295,1,529,0
Precinct,817 - Sanders Corner,407,535,1,943,0
Precinct,818 - Broad Run,284,332,0,616,0
Precinct,819 - Heritage Church,276,380,1,657,0
Precinct,820 - Belmont Station,293,332,0,625,0
Precinct,822 - Riverside,243,289,0,532,0
Precinct,Ab - Central Absentee Precinct,107800,46907,93,154800,0
Precinct,Provisional,555,235,1,791,0
Locality,Louisa County,8700,13039,20,21759,0
Precinct,101 - Zion,274,760,1,1035,0
Precinct,102 - Mechanicsville,168,459,1,628,0
Precinct,201 - Louisa #1,158,375,1,534,0
Precinct,202 - Louisa #2,144,487,1,632,0
Precinct,301 - Patrick Henry No 1,352,593,2,947,0
Precinct,302 - Patrick Henry #2,114,226,1,341,0
Precinct,401 - Mineral,176,771,2,949,0
Precinct,402 - Yanceyville,98,223,0,321,0
Precinct,501 - Fredericks Hall,140,202,0,342,0
Precinct,502 - Cuckoo,115,431,2,548,0
Precinct,503 - Elk Creek,86,420,1,507,0
Precinct,601 - Bumpass,130,682,0,812,0
Precinct,602 - Locust Creek,173,831,0,1004,0
Precinct,701 - Sheltons Mill,189,799,1,989,0
Precinct,702 - South Anna,131,498,0,629,0
Precinct,Ab - Central Absentee Precinct,6207,5251,7,11465,0
Precinct,Provisional,45,31,0,76,0
Locality,Lunenburg County,2531,3362,4,5897,0
Precinct,101 - Plymouth,80,251,0,331,0
Precinct,201 - Browns Store,93,238,0,331,0
Precinct,301 - Rosebud,57,227,0,284,0
Precinct,302 - Flat Rock,96,248,0,344,0
Precinct,401 - Arrowhead Gun Club,32,168,0,200,0
Precinct,402 - Pleasant Grove,80,252,0,332,0
Precinct,501 - Reedy Creek,68,103,1,172,0
Precinct,502 - Peoples Community Center,122,89,0,211,0
Precinct,601 - Hounds Creek,206,185,0,391,0
Precinct,701 - Meherrin Fire Department,94,139,0,233,0
Precinct,702 - Victoria Public Library,73,155,0,228,0
Precinct,Ab - Central Absentee Precinct,1519,1305,3,2827,0
Precinct,Provisional,11,2,0,13,0
Locality,Lynchburg City,18587,17208,53,35848,0
Precinct,101 - First Ward First Precinct,574,1001,6,1581,0
Precinct,102 - First Ward Second Precinct,372,1090,0,1462,0
Precinct,103 - First Ward Third Precinct,246,623,1,870,0
Precinct,104 - First Ward Fourth Precinct,191,213,4,408,0
Precinct,105 - First Ward Fifth Precinct,270,362,0,632,0
Precinct,201 - Second Ward First Precinct,774,425,2,1201,0
Precinct,202 - Second Ward Second Precinct,641,294,4,939,0
Precinct,203 - Second Ward Third Precinct,285,115,0,400,0
Precinct,204 - Second Ward Fourth Precinct,243,241,0,484,0
Precinct,301 - Third Ward First Precinct,261,317,0,578,0
Precinct,302 - Third Ward Second Precinct,99,1225,5,1329,0
Precinct,303 - Third Ward Third Precinct,258,478,0,736,0
Precinct,304 - Third Ward Fourth Precinct,239,496,1,736,0
Precinct,305 - Third Ward Fifth Precinct,334,1054,0,1388,0
Precinct,401 - Fourth Ward First Precinct,443,1411,1,1855,0
Precinct,402 - Fourth Ward Second Precinct,209,465,2,676,0
Precinct,403 - Fourth Ward Third Precinct,490,893,3,1386,0
Precinct,404 - Fourth Ward Fourth Precinct,415,706,3,1124,0
Precinct,Ab - Central Absentee Precinct,12125,5719,21,17865,0
Precinct,Provisional,118,80,0,198,0
Locality,Madison County,2925,5156,7,8088,0
Precinct,1 - Oak Park,142,360,0,502,0
Precinct,2 - Radiant,169,491,1,661,0
Precinct,3 - Rochelle,101,345,0,446,0
Precinct,4 - Graves Mill,13,43,0,56,0
Precinct,5 - Madison,139,508,1,648,0
Precinct,6 - Wolftown,132,347,0,479,0
Precinct,7 - Brightwood,144,701,3,848,0
Precinct,8 - Criglersville,69,318,0,387,0
Precinct,9 - Etlan,47,215,0,262,0
Precinct,Ab - Central Absentee Precinct,1961,1825,2,3788,0
Precinct,Provisional,8,3,0,11,0
Locality,Manassas City,10547,6227,14,16788,0
Precinct,1 - Dean,479,317,1,797,0
Precinct,2 - Weems,549,460,1,1010,0
Precinct,3 - Metz,401,459,2,862,0
Precinct,4 - Haydon,390,429,1,820,0
Precinct,5 - Baldwin,360,379,2,741,0
Precinct,6 - Round,266,352,0,618,0
Precinct,Ab - Central Absentee Precinct,8035,3805,7,11847,0
Precinct,Provisional,67,26,0,93,0
Locality,Manassas Park City,4084,1929,5,6018,0
Precinct,1 - Precinct One,294,235,1,530,0
Precinct,2 - Precinct Two,366,245,0,611,0
Precinct,3 - Precinct Three,248,206,1,455,0
Precinct,Ab - Central Absentee Precinct,3155,1236,3,4394,0
Precinct,Provisional,21,7,0,28,0
Locality,Martinsville City,3957,1881,5,5843,0
Precinct,1 - Precinct #1,176,16,0,192,0
Precinct,2 - Precinct #2,247,223,0,470,0
Precinct,3 - Precinct #3,198,107,2,307,0
Precinct,4 - Precinct #4,289,154,0,443,0
Precinct,5 - Precinct #5,237,424,0,661,0
Precinct,6 - Precinct #6,113,0,0,113,0
Precinct,Ab - Central Absentee Precinct,2679,957,3,3639,0
Precinct,Provisional,18,0,0,18,0
Locality,Mathews County,1943,3856,5,5804,0
Precinct,1 - Chesapeake,74,316,1,391,0
Precinct,2 - Westville,113,431,0,544,0
Precinct,3 - Piankatank,135,502,1,638,0
Precinct,Ab - Central Absentee Precinct,1618,2603,3,4224,0
Precinct,Provisional,3,4,0,7,0
Locality,Mecklenburg County,7004,8871,13,15888,0
Precinct,101 - Wrights Store,141,188,0,329,0
Precinct,102 - Pearsons Store,38,107,0,145,0
Precinct,103 - South Clarksville,207,256,0,463,0
Precinct,201 - Boydton,75,123,0,198,0
Precinct,202 - Bluestone Senior High School,75,37,0,112,0
Precinct,203 - Chase City Vfw Post,193,36,0,229,0
Precinct,301 - Bracey,143,564,0,707,0
Precinct,302 - Lacrosse,158,286,0,444,0
Precinct,401 - American Legion Hall,373,232,0,605,0
Precinct,402 - Park View Middle School,66,57,1,124,0
Precinct,501 - South Hill,336,415,1,752,0
Precinct,601 - Baskerville,72,213,1,286,0
Precinct,602 - Union Level,45,206,0,251,0
Precinct,603 - Smith Crossroads,50,130,0,180,0
Precinct,604 - Lake Gaston,52,200,0,252,0
Precinct,701 - Chase City,165,253,0,418,0
Precinct,702 - Sunshine,93,251,1,345,0
Precinct,801 - Finchley,38,76,0,114,0
Precinct,802 - Bluestone,98,289,0,387,0
Precinct,803 - Chase City Elementary School,109,214,0,323,0
Precinct,901 - Averett,18,146,0,164,0
Precinct,902 - Buffalo Springs,65,188,1,254,0
Precinct,903 - Clarksville,168,441,0,609,0
Precinct,Ab - Central Absentee Precinct,4188,3943,8,8139,0
Precinct,Provisional,38,20,0,58,0
Locality,Middlesex County,2658,4080,2,6740,0
Precinct,101 - Saluda,47,122,0,169,0
Precinct,102 - Urbanna,122,268,0,390,0
Precinct,201 - New Market,175,690,0,865,0
Precinct,302 - Church View,196,410,0,606,0
Precinct,401- Harmony Village,154,356,2,512,0
Precinct,501 - Wilton,145,558,0,703,0
Precinct,Ab - Central Absentee Precinct,1812,1663,0,3475,0
Precinct,Provisional,7,13,0,20,0
Locality,Montgomery County,24589,19992,52,44633,0
Precinct,101 - Precinct A-1,238,490,1,729,0
Precinct,102 - Precinct A-2,297,198,0,495,0
Precinct,103 - Precinct A-3,320,326,3,649,0
Precinct,201 - Precinct B-1,43,105,0,148,0
Precinct,202 - Precinct B-2,298,626,2,926,0
Precinct,203 - Precinct B-3,178,410,5,593,0
Precinct,204 - Precinct B-4,275,624,0,899,0
Precinct,301 - Precinct C-1,217,912,1,1130,0
Precinct,302 - Precinct C-2,197,622,2,821,0
Precinct,303 - Precinct C-3,140,395,0,535,0
Precinct,304 - Precinct C-4,254,582,2,838,0
Precinct,401 - Precinct D-1,118,352,0,470,0
Precinct,402 - Precinct D-2,167,847,0,1014,0
Precinct,403 - Precinct D-3,155,784,2,941,0
Precinct,404 - Precinct D-4,126,477,0,603,0
Precinct,405 - Precinct D-5,202,558,1,761,0
Precinct,501 - Precinct E-1,299,543,1,843,0
Precinct,502 - Precinct E-2,240,561,0,801,0
Precinct,503 - Precinct E-3,199,94,0,293,0
Precinct,601 - Precinct F-1,294,286,0,580,0
Precinct,602 - Precinct F-2,368,285,0,653,0
Precinct,603 - Precinct F-3,83,84,1,168,0
Precinct,701 - Precinct G-1,384,361,0,745,0
Precinct,702 - Precinct G-2,355,205,0,560,0
Precinct,Ab - Central Absentee Precinct,19069,9229,31,28329,0
Precinct,Provisional,73,36,0,109,0
Locality,Nelson County,4673,4526,8,9207,0
Precinct,101 - Rockfish,351,652,1,1004,0
Precinct,201 - Lovingston,149,343,0,492,0
Precinct,202 - Schuyler,124,250,1,375,0
Precinct,301 - Shipman,184,449,2,635,0
Precinct,302 - Gladstone,58,129,0,187,0
Precinct,401 - Roseland,179,582,0,761,0
Precinct,402 - Montebello,40,73,0,113,0
Precinct,501 - Faber,96,200,0,296,0
Precinct,502 - Nellysford,202,395,0,597,0
Precinct,Ab - Central Absentee Precinct,3283,1445,4,4732,0
Precinct,Provisional,7,8,0,15,0
Locality,New Kent County,4764,9449,9,14222,0
Precinct,102 - Tunstall,86,423,0,509,0
Precinct,103 - Southern Branch,177,1052,0,1229,0
Precinct,201 - Quinton,221,731,1,953,0
Precinct,202 - Kentwood,136,627,2,765,0
Precinct,301 - Watkins,210,491,0,701,0
Precinct,302 - Cumberland,162,652,0,814,0
Precinct,401 - Providence Forge,183,721,0,904,0
Precinct,403 - Mountcastle,110,391,0,501,0
Precinct,501 - Eltham,170,492,0,662,0
Precinct,502 - Chickahominy River,147,839,1,987,0
Precinct,Ab - Central Absentee Precinct,3134,3003,5,6142,0
Precinct,Provisional,28,27,0,55,0
Locality,Newport News City,53265,25428,95,78788,0
Precinct,101 - Denbigh (CD 3),723,379,0,1102,0
Precinct,102 - Epes (CD 3),870,274,2,1146,0
Precinct,103 - Jenkins (CD 3),775,497,4,1276,0
Precinct,104 - Mcintosh (CD 3),529,254,1,784,0
Precinct,105 - Oyster Point (CD 3),128,112,0,240,0
Precinct,106 - Reservoir (CD 3),824,444,2,1270,0
Precinct,107 - Richneck (CD 3),517,555,2,1074,0
Precinct,108 - Lee Hall (CD 3),603,292,2,897,0
Precinct,109 - Windsor (CD 3),365,334,4,703,0
Precinct,110 - Greenwood (CD 3),614,334,1,949,0
Precinct,201 - Bland (CD 3),144,69,1,214,0
Precinct,202 - Boulevard (CD 3),393,545,2,940,0
Precinct,203 - Charles (CD 3),503,821,0,1324,0
Precinct,204 - Wellesley (CD 3),271,263,0,534,0
Precinct,205 - Deep Creek (CD 3),330,766,2,1098,0
Precinct,208 - Hidenwood (CD 3),212,478,0,690,0
Precinct,209 - Hilton (CD 3),311,511,4,826,0
Precinct,210 - Nelson (CD 3),583,834,2,1419,0
Precinct,211 - Palmer (CD 2),39,36,0,75,0
Precinct,211 - Palmer (CD 3),472,352,1,825,0
Precinct,212 - Riverside (CD 3),225,426,1,652,0
Precinct,213 - Sanford (CD 3),152,364,0,516,0
Precinct,215 - Warwick (CD 3),272,247,0,519,0
Precinct,216 - Yates (CD 3),171,371,0,542,0
Precinct,217 - Riverview (CD 3),269,507,0,776,0
Precinct,218 - Kiln Creek (CD 2),13,21,0,34,0
Precinct,218 - Kiln Creek (CD 3),415,568,2,985,0
Precinct,219 - Deer Park (CD 3),629,284,1,914,0
Precinct,302 - Briarfield (CD 3),460,186,1,647,0
Precinct,303 - Carver (CD 3),311,148,0,459,0
Precinct,304 - Chestnut (CD 3),314,15,1,330,0
Precinct,305 - Downtown (CD 3),131,52,2,185,0
Precinct,306 - Dunbar (CD 3),134,13,0,147,0
Precinct,307 - Huntington (CD 3),268,14,1,283,0
Precinct,308 - Jefferson (CD 3),272,16,0,288,0
Precinct,309 - Magruder (CD 3),270,23,0,293,0
Precinct,310 - Marshall (CD 3),347,23,1,371,0
Precinct,311 - Newmarket (CD 3),489,247,2,738,0
Precinct,312 - Newsome Park (CD 3),171,6,0,177,0
Precinct,313 - Reed (CD 3),448,23,1,472,0
Precinct,314 - River (CD 3),236,208,0,444,0
Precinct,315 - Sedgefield (CD 3),349,410,0,759,0
Precinct,316 - South Morrison (CD 3),395,253,2,650,0
Precinct,317 - Washington (CD 3),156,3,0,159,0
Precinct,318 - Wilson (CD 3),288,35,1,324,0
Precinct,319 - Saunders (CD 3),469,491,0,960,0
Precinct,320 - Watkins (CD 3),549,759,1,1309,0
Precinct,Ab - Central Absentee Precinct (CD 2),177,52,0,229,0
Precinct,Ab - Central Absentee Precinct (CD 3),35232,11414,46,46692,0
Precinct,Provisional (CD 2),2,1,0,3,0
Precinct,Provisional (CD 3),445,98,2,545,0
Locality,Norfolk City,66152,23084,144,89380,0
Precinct,101 - Granby (CD 3),546,286,3,835,0
Precinct,102 - Ocean View School (CD 2),202,267,2,471,0
Precinct,103 - Northside (CD 2),312,373,2,687,0
Precinct,104 - Titustown (CD 3),24,1,0,25,0
Precinct,104 - Titustown (CD 2),338,77,1,416,0
Precinct,106 - Second Presbyterian (CD 2),456,281,2,739,0
Precinct,201 - Larchmont School (CD 3),369,285,1,655,0
Precinct,203 - Ghent Square (CD 3),159,144,1,304,0
Precinct,207 - Lambert's Point (CD 3),560,126,4,690,0
Precinct,208 - Larchmont Library (CD 3),142,198,0,340,0
Precinct,210 - Maury (CD 3),330,191,2,523,0
Precinct,211 - Chrysler Museum (CD 3),386,270,1,657,0
Precinct,212 - Park Place (CD 3),516,72,0,588,0
Precinct,213 - Taylor Elementary School (CD 3),472,232,4,708,0
Precinct,214 - Stuart (CD 3),357,232,2,591,0
Precinct,215 - Suburban Park (CD 2),290,331,0,621,0
Precinct,217 - Wesley (CD 2),449,257,3,709,0
Precinct,218 - Willard (CD 3),338,390,3,731,0
Precinct,301 - Ballentine (CD 3),460,106,3,569,0
Precinct,302 - Tanners Creek (CD 3),344,110,3,457,0
Precinct,303 - Broad Creek (CD 3),523,46,1,570,0
Precinct,304 - Coleman Place School (CD 3),330,96,1,427,0
Precinct,305 - Lafayette-winona (CD 3),338,147,0,485,0
Precinct,306 - Lindenwood (CD 3),384,54,5,443,0
Precinct,309 - Norview (CD 3),749,289,5,1043,0
Precinct,310 - Rosemont (CD 3),764,91,0,855,0
Precinct,311 - Sherwood (CD 3),735,471,5,1211,0
Precinct,313 - Union Chapel (CD 3),370,22,0,392,0
Precinct,402 - Berkley (CD 3),372,25,1,398,0
Precinct,404 - Campostella (CD 3),539,39,3,581,0
Precinct,405 - Chesterfield (CD 3),522,47,0,569,0
Precinct,406 - Barron Black (CD 2),274,231,0,505,0
Precinct,408 - Easton (CD 3),362,362,2,726,0
Precinct,409 - Fairlawn (CD 3),266,298,0,564,0
Precinct,411 - Ruffner Academy (CD 3),392,17,0,409,0
Precinct,412 - Ingleside (CD 3),438,117,2,557,0
Precinct,413 - Poplar Halls (CD 3),499,146,1,646,0
Precinct,414 - Young Park (CD 3),564,46,1,611,0
Precinct,415 - Lake Taylor High School (CD 3),342,266,1,609,0
Precinct,501 - Bayview (CD 2),376,467,5,848,0
Precinct,503 - East Ocean View (CD 2),389,453,1,843,0
Precinct,504 - Larrymore (CD 2),353,295,1,649,0
Precinct,505 - Little Creek (CD 2),294,376,2,672,0
Precinct,506 - Ocean View Center (CD 2),461,382,4,847,0
Precinct,507 - Pretlow (CD 2),341,337,5,683,0
Precinct,509 - Tarrallton (CD 2),339,546,2,887,0
Precinct,510 - Third Presbyterian (CD 2),409,592,0,1001,0
Precinct,511 - Crossroads (CD 2),466,431,3,900,0
Precinct,512 - Azalea Gardens (CD 2),245,233,0,478,0
Precinct,Ab - Central Absentee Precinct (CD 2),13154,5914,21,19089,0
Precinct,Ab - Central Absentee Precinct (CD 3),32877,5884,35,38796,0
Precinct,Provisional (CD 2),192,55,0,247,0
Precinct,Provisional (CD 3),443,80,0,523,0
Locality,Northampton County,3889,2795,3,6687,0
Precinct,101 - Precinct 1-1,203,348,1,552,0
Precinct,201 - Precinct 2-1,236,166,1,403,0
Precinct,301 - Precinct 3-1,206,176,0,382,0
Precinct,401 - Precinct 4-1,134,232,0,366,0
Precinct,501 - Precinct 5-1,197,313,0,510,0
Precinct,Ab - Central Absentee Precinct,2900,1553,1,4454,0
Precinct,Provisional,13,7,0,20,0
Locality,Northumberland County,3386,4306,4,7696,0
Precinct,101 - 1a,150,369,0,519,0
Precinct,201 - 2a,149,417,0,566,0
Precinct,301 - 3a,221,140,0,361,0
Precinct,401 - 4a,161,579,0,740,0
Precinct,501 - 5a,168,623,1,792,0
Precinct,Ab - Central Absentee Precinct,2526,2170,3,4699,0
Precinct,Provisional,11,8,0,19,0
Locality,Norton City,591,988,4,1583,0
Precinct,1 - East Ward,589,986,4,1579,0
Precinct,Provisional,2,2,0,4,0
Locality,Nottoway County,3136,3869,8,7013,0
Precinct,101 - Precinct 1-1,102,271,0,373,0
Precinct,102 - Precinct 1-2,96,209,0,305,0
Precinct,201 - Precinct 2-1,203,327,0,530,0
Precinct,202 - Precinct 2-2,43,173,1,217,0
Precinct,301 - Precinct 3-1,140,136,0,276,0
Precinct,302 - Precinct 3-2,50,178,0,228,0
Precinct,401 - Precinct 4-1,213,75,0,288,0
Precinct,402 - Precinct 4-2,91,344,0,435,0
Precinct,501 - Precinct 5-1,183,267,1,451,0
Precinct,Ab - Central Absentee Precinct,2015,1889,6,3910,0
Precinct,Provisional,0,0,0,0,0
Locality,Orange County,8392,12170,17,20579,0
Precinct,101 - One West,254,810,2,1066,0
Precinct,102 - One East,326,692,0,1018,0
Precinct,201 - Two West,184,864,1,1049,0
Precinct,202 - Two East,217,921,2,1140,0
Precinct,301 - Three West,318,627,2,947,0
Precinct,302 - Three East,78,354,0,432,0
Precinct,401 - Four West,203,1009,2,1214,0
Precinct,402 - Four East,403,835,0,1238,0
Precinct,501 - Five South,384,897,0,1281,0
Precinct,502 - Five North,398,933,3,1334,0
Precinct,Ab - Central Absentee Precinct,5593,4206,5,9804,0
Precinct,Provisional,34,22,0,56,0
Locality,Page County,3420,8968,15,12403,0
Precinct,101 - West Luray,222,965,4,1191,0
Precinct,201 - East Luray,250,1061,4,1315,0
Precinct,301 - Marksville,219,1459,2,1680,0
Precinct,401 - Newport,196,1096,2,1294,0
Precinct,501 - Shenandoah,290,1534,2,1826,0
Precinct,Ab - Central Absentee Precinct,2219,2828,1,5048,0
Precinct,Provisional,24,25,0,49,0
Locality,Patrick County,2310,6875,13,9198,0
Precinct,101 - Ararat,88,359,0,447,0
Precinct,102 - Claudville,66,302,1,369,0
Precinct,103 - Willis Gap,79,413,1,493,0
Precinct,201 - Dry Pond,32,192,1,225,0
Precinct,202 - Patrick Springs,88,410,2,500,0
Precinct,203 - Russell Creek,78,327,0,405,0
Precinct,301 - Critz/stella,140,524,1,665,0
Precinct,302 - Liberty,59,382,0,441,0
Precinct,401 - Meadows Of Dan,93,403,0,496,0
Precinct,402 - Stuart Fairgrounds,57,341,2,400,0
Precinct,501 - Stuart Community,49,184,1,234,0
Precinct,502 - Elamsville,92,358,0,450,0
Precinct,503 - Woolwine,76,453,1,530,0
Precinct,Ab - Central Absentee Precinct,1309,2219,3,3531,0
Precinct,Provisional,4,8,0,12,0
Locality,Petersburg City,12413,1505,15,13933,0
Precinct,101 - First Ward First Precinct,499,94,0,593,0
Precinct,201 - Second Ward First Precinct,732,95,3,830,0
Precinct,301 - Third Ward First Precinct,566,185,3,754,0
Precinct,401 - Fourth Ward First Precinct,474,145,0,619,0
Precinct,501 - Fifth Ward First Precinct,528,75,3,606,0
Precinct,601 - Sixth Ward First Precinct,546,35,0,581,0
Precinct,701 - Seventh Ward First Precinct,562,75,0,637,0
Precinct,Ab - Central Absentee Precinct,8421,797,6,9224,0
Precinct,Provisional,85,4,0,89,0
Locality,Pittsylvania County,11509,21993,24,33526,0
Precinct,103 - Twin Springs,163,691,1,855,0
Precinct,105 - Chatham,75,226,0,301,0
Precinct,106 - Tunstall,119,435,1,555,0
Precinct,108 - West Blairs,67,197,0,264,0
Precinct,201 - Callands,131,425,1,557,0
Precinct,202- Bearskin,39,91,0,130,0
Precinct,204 - Sandy Level,92,322,0,414,0
Precinct,206 - Climax,62,230,1,293,0
Precinct,207 - Gretna,201,531,1,733,0
Precinct,301 - Central,150,93,1,244,0
Precinct,305 - Riceville,199,151,1,351,0
Precinct,307 - East Blairs,316,115,1,432,0
Precinct,308 - Mt Airy,130,117,0,247,0
Precinct,309 - East Gretna,102,137,0,239,0
Precinct,402 - Keeling,92,475,1,568,0
Precinct,404 - Kentuck,241,693,0,934,0
Precinct,405 - Ringgold,298,766,1,1065,0
Precinct,501 - Hurt,297,634,1,932,0
Precinct,502 - Motley Sycamore,194,644,1,839,0
Precinct,503 - Renan,137,423,0,560,0
Precinct,603 - Stony Mill,137,619,3,759,0
Precinct,604 - Swansonville,163,406,1,570,0
Precinct,605 - Whitmell,140,424,0,564,0
Precinct,606 - Brosville,267,369,0,636,0
Precinct,607 - Dry Fork,40,200,0,240,0
Precinct,702 - Bachelors Hall,124,636,1,761,0
Precinct,703 - Ferry Road,83,138,1,222,0
Precinct,704 - Mt Hermon,217,559,1,777,0
Precinct,705 - Mt Cross,98,441,0,539,0
Precinct,Ab - Central Absentee Precinct,7059,10755,5,17819,0
Precinct,Provisional,76,50,0,126,0
Locality,Poquoson City,2212,5594,7,7813,0
Precinct,1 - Central,154,644,0,798,0
Precinct,2 - Eastern,181,922,1,1104,0
Precinct,3 - Western,165,722,2,889,0
Precinct,Ab - Central Absentee Precinct,1707,3285,4,4996,0
Precinct,Provisional,5,21,0,26,0
Locality,Portsmouth City,31520,12241,35,43796,0
Precinct,1 - Emanuel A. M. E. Church,378,231,0,609,0
Precinct,5 - Hampton Roads Community Health Center,376,22,0,398,0
Precinct,7- Park View Elementary School,298,132,2,432,0
Precinct,9 - Third Baptist Church,415,112,1,528,0
Precinct,10 - Port Norfolk Recreation Center,234,207,0,441,0
Precinct,11 - Joseph E. Parker Recreation Center,511,15,0,526,0
Precinct,13 - St. Mark Missionary Baptist Church,293,18,0,311,0
Precinct,14 - Brighton Elementary School,429,24,0,453,0
Precinct,16 - Cradock Middle School,431,227,0,658,0
Precinct,17 - Victory Life Fellowship,445,249,3,697,0
Precinct,19 - Victory Elementary School,214,224,2,440,0
Precinct,20 - Noble Street Baptist Church,417,164,0,581,0
Precinct,21 - John F. Kennedy Community Center,315,18,0,333,0
Precinct,22 - St. Mark Deliverance Center,349,363,2,714,0
Precinct,23 - Westhaven Baptist Church,264,530,1,795,0
Precinct,24 - The Senior Station,252,186,2,440,0
Precinct,25 - John Tyler Elementary School,305,354,0,659,0
Precinct,26 - William E. Waters Middle School,475,23,2,500,0
Precinct,27 - Cavalier Manor Recreation Center,449,30,0,479,0
Precinct,28 - Lakeview Elementary School,527,28,1,556,0
Precinct,29 - Woodrow Wilson High School,160,376,0,536,0
Precinct,30 - The Rescue Church,257,570,2,829,0
Precinct,31 - West Park Church Of Christ,605,483,0,1088,0
Precinct,32 - Hodges Manor Elementary School,156,402,0,558,0
Precinct,33- Pinecrest Baptist Church,175,493,0,668,0
Precinct,34- Churchland Branch Library,200,391,3,594,0
Precinct,35 - Churchland Elementary School,316,489,0,805,0
Precinct,36 - Churchland High School,499,676,1,1176,0
Precinct,37 - Churchland Middle School,550,400,0,950,0
Precinct,38 - Grove Baptist Church,798,175,1,974,0
Precinct,39 - Churchland Primary And Intermediate School,457,308,0,765,0
Precinct,Ab - Central Absentee Precinct,19664,4247,11,23922,0
Precinct,Provisional,306,74,1,381,0
Locality,Powhatan County,5660,13972,8,19640,0
Precinct,101 - Subletts,164,763,0,927,0
Precinct,102 - Manakin,153,560,1,714,0
Precinct,103 - Flat Rock,97,493,0,590,0
Precinct,201 - Powhatan Station,140,748,2,890,0
Precinct,202 - Graceland,206,981,1,1188,0
Precinct,301 - Bethesda,159,692,1,852,0
Precinct,302 - Lee's Landing,153,636,1,790,0
Precinct,401 - Powhatan Courthouse,143,955,0,1098,0
Precinct,402 - Mt Zion,114,503,1,618,0
Precinct,501 - Smith Cross Roads,202,598,1,801,0
Precinct,502 - Pineville,147,409,0,556,0
Precinct,503 - Tobaccoville,87,461,0,548,0
Precinct,Ab - Central Absentee Precinct,3883,6155,0,10038,0
Precinct,Provisional,12,18,0,30,0
Locality,Prince Edward County,5195,4291,14,9500,0
Precinct,101 - Farmville,186,225,1,412,0
Precinct,201 - Lockett,314,419,0,733,0
Precinct,301 - Leigh,209,284,0,493,0
Precinct,302 - Mt Pleasant,169,154,4,327,0
Precinct,401 - Hampden,223,315,0,538,0
Precinct,501 - Darlington Hts,145,326,1,472,0
Precinct,502 - Buffalo Hts,75,121,0,196,0
Precinct,601 - Prospect,351,416,1,768,0
Precinct,701 - West End,139,222,0,361,0
Precinct,801 - Center,221,68,0,289,0
Precinct,Ab - Central Absentee Precinct,3134,1736,7,4877,0
Precinct,Provisional,29,5,0,34,0
Locality,Prince George County,7199,9842,10,17051,0
